"","OTU_118","OTU_36","OTU_137","OTU_130","OTU_100","OTU_99","OTU_102","OTU_95","OTU_94","OTU_113","OTU_112","OTU_104","OTU_108","OTU_107","OTU_22","OTU_198","OTU_15","OTU_25","OTU_204","OTU_47","OTU_338","OTU_149","OTU_2","OTU_140","OTU_152","OTU_150","OTU_53","OTU_52","OTU_54","OTU_55","OTU_51","OTU_49","OTU_59","OTU_61","OTU_56","OTU_44","OTU_42","OTU_81","OTU_82","OTU_83","OTU_76","OTU_91","OTU_89","OTU_92","OTU_85","OTU_86","OTU_87","OTU_60","OTU_66","OTU_68","OTU_63","OTU_64","OTU_74","OTU_69","OTU_70","OTU_273","OTU_9","OTU_31","OTU_3","OTU_10","OTU_30","OTU_6","OTU_4","OTU_26","OTU_12","OTU_335","OTU_8","OTU_14","OTU_216","OTU_18","OTU_33","OTU_39","OTU_11","OTU_40","OTU_23","OTU_32","OTU_13","OTU_1","OTU_20","OTU_24","OTU_207","OTU_286","OTU_1062","OTU_7","OTU_17","OTU_27","OTU_28","OTU_21","OTU_34","OTU_16"
"OTU_63",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114420325840756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_64",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0476914663233675,0,0,0,0,0,0,0,0,0,0,0.000388031407259182,0,0,0,0,0.0292402200832014,0,0,0,0,0,0,0,0,0,0,0.00720905634937707,0,0,0,0,0,0,0,0,0,0,0,0.128107161755455,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0159989201885297
"OTU_74",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0217999305791368,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0292402200832014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_69",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0610709567047828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0888647200186186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_70",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149758243452806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_273",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023183350136163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0940848479615077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0888647200186186,0,0,0,0,0,0,0,0,0,0.091190315056683,0,0,0.169307835542597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_9",0,0,0,0,0,0,0,0,0,0,0,0.00526827877266056,0,0,0,0,0,0,0,0.127013350560338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0132597004657298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_31",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00898446800016917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0583193293927448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_3",0,0,0,0,0,0,0,0,0,0,0,0.0394357740322908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.212149177576415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0888547348221158,0,0,0,0,0,0,0,0,0,0,0,0.0132597004657298,0,0,0,0,0,0,0.0504622375146153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.287173551938826,0,0,0,0,0,0,0,0,0,0,0
"OTU_10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045658442391772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0583193293927448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0713087904621554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_30",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.178520907271243,0,0,0,0,0,0,0,0,0,0,0
"OTU_6",0,0,0,0,0,0.0551496284076622,0,0,0,0,0,0,0,0,0.331513547727457,0,0,0.0129677144894333,0,0.0270718390644047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0683380041316275,0
"OTU_4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.325331296622706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_26",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124311748461566,0,0,0,0,0,0.0245104181663619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00720905634937707,0,0,0,0.091190315056683,0,0,0.0504622375146153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.291317887674429,0,0,0,0,0,0,0,0,0,0.164774623709264,0
"OTU_12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0615962195793458,0,0,0.00146370877587709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_335",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0546101872341132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182960739350926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0971273948457653,0.0336574915339489,0.0953896362276829,0,0,0,0,0,0,0,0,0,0,0.30107303230387,0,0,0,0,0,0.169307835542597,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38144981850661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_216",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0314820362159399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.233774538439041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38144981850661,0,0,0,0.00436324046353087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_33",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00436324046353087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0733067715615919,0,0,0,0,0
"OTU_39",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0713087904621554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_40",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_23",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.228920107139901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0666716813783759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_32",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104515025720246,0.145710900298356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128334891870228,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00287611715512193,0.289023844171995,0,0,0,0.128107161755455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0476164150566106,0,0,0,0,0,0,0,0,0
"OTU_13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101828681265488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0051213193550752,0,0,0,0,0,0,0,0,0.287173551938826,0,0.178520907271243,0,0,0.291317887674429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0194159840458893,0,0,0,0,0,0,0,0
"OTU_24",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_207",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0476164150566106,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_286",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00305736532205125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0194159840458893,0,0,0,0,0,0,0,0,0,0,0
"OTU_1062",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0165357847534313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0227125161577353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112017390699348
"OTU_17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0733067715615919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_27",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_28",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_21",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157137836283813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_34",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0683380041316275,0,0.164774623709264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_16",0,0,0,0,0,0,0,0,0.0158670264332873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030259634198693,0,0,0,0,0.0271057339118873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0159989201885297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112017390699348,0,0,0,0,0,0
