"1 x 2","1 x 3","1 x 4","1 x 6","1 x 7","1 x 8","1 x 9","1 x 10","1 x 11","1 x 13","1 x 14","1 x 16","1 x 17","1 x 20","1 x 21","1 x 22","1 x 23","1 x 25","1 x 26","1 x 28","1 x 30","1 x 31","1 x 33","1 x 36","1 x 42","1 x 44","1 x 47","1 x 51","1 x 53","1 x 54","1 x 55","1 x 56","1 x 59","1 x 60","1 x 69","1 x 74","1 x 76","1 x 81","1 x 83","1 x 86","1 x 87","1 x 89","1 x 91","1 x 94","1 x 95","1 x 102","1 x 107","1 x 108","1 x 112","2 x 3","2 x 4","2 x 6","2 x 7","2 x 8","2 x 9","2 x 10","2 x 11","2 x 13","2 x 14","2 x 16","2 x 17","2 x 20","2 x 21","2 x 22","2 x 23","2 x 25","2 x 26","2 x 28","2 x 30","2 x 31","2 x 33","2 x 36","2 x 42","2 x 44","2 x 47","2 x 51","2 x 53","2 x 54","2 x 55","2 x 56","2 x 59","2 x 60","2 x 69","2 x 74","2 x 76","2 x 81","2 x 83","2 x 86","2 x 87","2 x 89","2 x 91","2 x 94","2 x 95","2 x 102","2 x 107","2 x 108","2 x 112","3 x 4","3 x 6","3 x 7","3 x 8","3 x 9","3 x 10","3 x 11","3 x 13","3 x 14","3 x 16","3 x 17","3 x 20","3 x 21","3 x 22","3 x 23","3 x 25","3 x 26","3 x 28","3 x 30","3 x 31","3 x 33","3 x 36","3 x 42","3 x 44","3 x 47","3 x 51","3 x 53","3 x 54","3 x 55","3 x 56","3 x 59","3 x 60","3 x 69","3 x 74","3 x 76","3 x 81","3 x 83","3 x 86","3 x 87","3 x 89","3 x 91","3 x 94","3 x 95","3 x 102","3 x 107","3 x 108","3 x 112","4 x 6","4 x 7","4 x 8","4 x 9","4 x 10","4 x 11","4 x 13","4 x 14","4 x 16","4 x 17","4 x 20","4 x 21","4 x 22","4 x 23","4 x 25","4 x 26","4 x 28","4 x 30","4 x 31","4 x 33","4 x 36","4 x 42","4 x 44","4 x 47","4 x 51","4 x 53","4 x 54","4 x 55","4 x 56","4 x 59","4 x 60","4 x 69","4 x 74","4 x 76","4 x 81","4 x 83","4 x 86","4 x 87","4 x 89","4 x 91","4 x 94","4 x 95","4 x 102","4 x 107","4 x 108","4 x 112","6 x 7","6 x 8","6 x 9","6 x 10","6 x 11","6 x 13","6 x 14","6 x 16","6 x 17","6 x 20","6 x 21","6 x 22","6 x 23","6 x 25","6 x 26","6 x 28","6 x 30","6 x 31","6 x 33","6 x 36","6 x 42","6 x 44","6 x 47","6 x 51","6 x 53","6 x 54","6 x 55","6 x 56","6 x 59","6 x 60","6 x 69","6 x 74","6 x 76","6 x 81","6 x 83","6 x 86","6 x 87","6 x 89","6 x 91","6 x 94","6 x 95","6 x 102","6 x 107","6 x 108","6 x 112","7 x 8","7 x 9","7 x 10","7 x 11","7 x 13","7 x 14","7 x 16","7 x 17","7 x 20","7 x 21","7 x 22","7 x 23","7 x 25","7 x 26","7 x 28","7 x 30","7 x 31","7 x 33","7 x 36","7 x 42","7 x 44","7 x 47","7 x 51","7 x 53","7 x 54","7 x 55","7 x 56","7 x 59","7 x 60","7 x 69","7 x 74","7 x 76","7 x 81","7 x 83","7 x 86","7 x 87","7 x 89","7 x 91","7 x 94","7 x 95","7 x 102","7 x 107","7 x 108","7 x 112","8 x 9","8 x 10","8 x 11","8 x 13","8 x 14","8 x 16","8 x 17","8 x 20","8 x 21","8 x 22","8 x 23","8 x 25","8 x 26","8 x 28","8 x 30","8 x 31","8 x 33","8 x 36","8 x 42","8 x 44","8 x 47","8 x 51","8 x 53","8 x 54","8 x 55","8 x 56","8 x 59","8 x 60","8 x 69","8 x 74","8 x 76","8 x 81","8 x 83","8 x 86","8 x 87","8 x 89","8 x 91","8 x 94","8 x 95","8 x 102","8 x 107","8 x 108","8 x 112","9 x 10","9 x 11","9 x 13","9 x 14","9 x 16","9 x 17","9 x 20","9 x 21","9 x 22","9 x 23","9 x 25","9 x 26","9 x 28","9 x 30","9 x 31","9 x 33","9 x 36","9 x 42","9 x 44","9 x 47","9 x 51","9 x 53","9 x 54","9 x 55","9 x 56","9 x 59","9 x 60","9 x 69","9 x 74","9 x 76","9 x 81","9 x 83","9 x 86","9 x 87","9 x 89","9 x 91","9 x 94","9 x 95","9 x 102","9 x 107","9 x 108","9 x 112","10 x 11","10 x 13","10 x 14","10 x 16","10 x 17","10 x 20","10 x 21","10 x 22","10 x 23","10 x 25","10 x 26","10 x 28","10 x 30","10 x 31","10 x 33","10 x 36","10 x 42","10 x 44","10 x 47","10 x 51","10 x 53","10 x 54","10 x 55","10 x 56","10 x 59","10 x 60","10 x 69","10 x 74","10 x 76","10 x 81","10 x 83","10 x 86","10 x 87","10 x 89","10 x 91","10 x 94","10 x 95","10 x 102","10 x 107","10 x 108","10 x 112","11 x 13","11 x 14","11 x 16","11 x 17","11 x 20","11 x 21","11 x 22","11 x 23","11 x 25","11 x 26","11 x 28","11 x 30","11 x 31","11 x 33","11 x 36","11 x 42","11 x 44","11 x 47","11 x 51","11 x 53","11 x 54","11 x 55","11 x 56","11 x 59","11 x 60","11 x 69","11 x 74","11 x 76","11 x 81","11 x 83","11 x 86","11 x 87","11 x 89","11 x 91","11 x 94","11 x 95","11 x 102","11 x 107","11 x 108","11 x 112","13 x 14","13 x 16","13 x 17","13 x 20","13 x 21","13 x 22","13 x 23","13 x 25","13 x 26","13 x 28","13 x 30","13 x 31","13 x 33","13 x 36","13 x 42","13 x 44","13 x 47","13 x 51","13 x 53","13 x 54","13 x 55","13 x 56","13 x 59","13 x 60","13 x 69","13 x 74","13 x 76","13 x 81","13 x 83","13 x 86","13 x 87","13 x 89","13 x 91","13 x 94","13 x 95","13 x 102","13 x 107","13 x 108","13 x 112","14 x 16","14 x 17","14 x 20","14 x 21","14 x 22","14 x 23","14 x 25","14 x 26","14 x 28","14 x 30","14 x 31","14 x 33","14 x 36","14 x 42","14 x 44","14 x 47","14 x 51","14 x 53","14 x 54","14 x 55","14 x 56","14 x 59","14 x 60","14 x 69","14 x 74","14 x 76","14 x 81","14 x 83","14 x 86","14 x 87","14 x 89","14 x 91","14 x 94","14 x 95","14 x 102","14 x 107","14 x 108","14 x 112","16 x 17","16 x 20","16 x 21","16 x 22","16 x 23","16 x 25","16 x 26","16 x 28","16 x 30","16 x 31","16 x 33","16 x 36","16 x 42","16 x 44","16 x 47","16 x 51","16 x 53","16 x 54","16 x 55","16 x 56","16 x 59","16 x 60","16 x 69","16 x 74","16 x 76","16 x 81","16 x 83","16 x 86","16 x 87","16 x 89","16 x 91","16 x 94","16 x 95","16 x 102","16 x 107","16 x 108","16 x 112","17 x 20","17 x 21","17 x 22","17 x 23","17 x 25","17 x 26","17 x 28","17 x 30","17 x 31","17 x 33","17 x 36","17 x 42","17 x 44","17 x 47","17 x 51","17 x 53","17 x 54","17 x 55","17 x 56","17 x 59","17 x 60","17 x 69","17 x 74","17 x 76","17 x 81","17 x 83","17 x 86","17 x 87","17 x 89","17 x 91","17 x 94","17 x 95","17 x 102","17 x 107","17 x 108","17 x 112","20 x 21","20 x 22","20 x 23","20 x 25","20 x 26","20 x 28","20 x 30","20 x 31","20 x 33","20 x 36","20 x 42","20 x 44","20 x 47","20 x 51","20 x 53","20 x 54","20 x 55","20 x 56","20 x 59","20 x 60","20 x 69","20 x 74","20 x 76","20 x 81","20 x 83","20 x 86","20 x 87","20 x 89","20 x 91","20 x 94","20 x 95","20 x 102","20 x 107","20 x 108","20 x 112","21 x 22","21 x 23","21 x 25","21 x 26","21 x 28","21 x 30","21 x 31","21 x 33","21 x 36","21 x 42","21 x 44","21 x 47","21 x 51","21 x 53","21 x 54","21 x 55","21 x 56","21 x 59","21 x 60","21 x 69","21 x 74","21 x 76","21 x 81","21 x 83","21 x 86","21 x 87","21 x 89","21 x 91","21 x 94","21 x 95","21 x 102","21 x 107","21 x 108","21 x 112","22 x 23","22 x 25","22 x 26","22 x 28","22 x 30","22 x 31","22 x 33","22 x 36","22 x 42","22 x 44","22 x 47","22 x 51","22 x 53","22 x 54","22 x 55","22 x 56","22 x 59","22 x 60","22 x 69","22 x 74","22 x 76","22 x 81","22 x 83","22 x 86","22 x 87","22 x 89","22 x 91","22 x 94","22 x 95","22 x 102","22 x 107","22 x 108","22 x 112","23 x 25","23 x 26","23 x 28","23 x 30","23 x 31","23 x 33","23 x 36","23 x 42","23 x 44","23 x 47","23 x 51","23 x 53","23 x 54","23 x 55","23 x 56","23 x 59","23 x 60","23 x 69","23 x 74","23 x 76","23 x 81","23 x 83","23 x 86","23 x 87","23 x 89","23 x 91","23 x 94","23 x 95","23 x 102","23 x 107","23 x 108","23 x 112","25 x 26","25 x 28","25 x 30","25 x 31","25 x 33","25 x 36","25 x 42","25 x 44","25 x 47","25 x 51","25 x 53","25 x 54","25 x 55","25 x 56","25 x 59","25 x 60","25 x 69","25 x 74","25 x 76","25 x 81","25 x 83","25 x 86","25 x 87","25 x 89","25 x 91","25 x 94","25 x 95","25 x 102","25 x 107","25 x 108","25 x 112","26 x 28","26 x 30","26 x 31","26 x 33","26 x 36","26 x 42","26 x 44","26 x 47","26 x 51","26 x 53","26 x 54","26 x 55","26 x 56","26 x 59","26 x 60","26 x 69","26 x 74","26 x 76","26 x 81","26 x 83","26 x 86","26 x 87","26 x 89","26 x 91","26 x 94","26 x 95","26 x 102","26 x 107","26 x 108","26 x 112","28 x 30","28 x 31","28 x 33","28 x 36","28 x 42","28 x 44","28 x 47","28 x 51","28 x 53","28 x 54","28 x 55","28 x 56","28 x 59","28 x 60","28 x 69","28 x 74","28 x 76","28 x 81","28 x 83","28 x 86","28 x 87","28 x 89","28 x 91","28 x 94","28 x 95","28 x 102","28 x 107","28 x 108","28 x 112","30 x 31","30 x 33","30 x 36","30 x 42","30 x 44","30 x 47","30 x 51","30 x 53","30 x 54","30 x 55","30 x 56","30 x 59","30 x 60","30 x 69","30 x 74","30 x 76","30 x 81","30 x 83","30 x 86","30 x 87","30 x 89","30 x 91","30 x 94","30 x 95","30 x 102","30 x 107","30 x 108","30 x 112","31 x 33","31 x 36","31 x 42","31 x 44","31 x 47","31 x 51","31 x 53","31 x 54","31 x 55","31 x 56","31 x 59","31 x 60","31 x 69","31 x 74","31 x 76","31 x 81","31 x 83","31 x 86","31 x 87","31 x 89","31 x 91","31 x 94","31 x 95","31 x 102","31 x 107","31 x 108","31 x 112","33 x 36","33 x 42","33 x 44","33 x 47","33 x 51","33 x 53","33 x 54","33 x 55","33 x 56","33 x 59","33 x 60","33 x 69","33 x 74","33 x 76","33 x 81","33 x 83","33 x 86","33 x 87","33 x 89","33 x 91","33 x 94","33 x 95","33 x 102","33 x 107","33 x 108","33 x 112","36 x 42","36 x 44","36 x 47","36 x 51","36 x 53","36 x 54","36 x 55","36 x 56","36 x 59","36 x 60","36 x 69","36 x 74","36 x 76","36 x 81","36 x 83","36 x 86","36 x 87","36 x 89","36 x 91","36 x 94","36 x 95","36 x 102","36 x 107","36 x 108","36 x 112","42 x 44","42 x 47","42 x 51","42 x 53","42 x 54","42 x 55","42 x 56","42 x 59","42 x 60","42 x 69","42 x 74","42 x 76","42 x 81","42 x 83","42 x 86","42 x 87","42 x 89","42 x 91","42 x 94","42 x 95","42 x 102","42 x 107","42 x 108","42 x 112","44 x 47","44 x 51","44 x 53","44 x 54","44 x 55","44 x 56","44 x 59","44 x 60","44 x 69","44 x 74","44 x 76","44 x 81","44 x 83","44 x 86","44 x 87","44 x 89","44 x 91","44 x 94","44 x 95","44 x 102","44 x 107","44 x 108","44 x 112","47 x 51","47 x 53","47 x 54","47 x 55","47 x 56","47 x 59","47 x 60","47 x 69","47 x 74","47 x 76","47 x 81","47 x 83","47 x 86","47 x 87","47 x 89","47 x 91","47 x 94","47 x 95","47 x 102","47 x 107","47 x 108","47 x 112","51 x 53","51 x 54","51 x 55","51 x 56","51 x 59","51 x 60","51 x 69","51 x 74","51 x 76","51 x 81","51 x 83","51 x 86","51 x 87","51 x 89","51 x 91","51 x 94","51 x 95","51 x 102","51 x 107","51 x 108","51 x 112","53 x 54","53 x 55","53 x 56","53 x 59","53 x 60","53 x 69","53 x 74","53 x 76","53 x 81","53 x 83","53 x 86","53 x 87","53 x 89","53 x 91","53 x 94","53 x 95","53 x 102","53 x 107","53 x 108","53 x 112","54 x 55","54 x 56","54 x 59","54 x 60","54 x 69","54 x 74","54 x 76","54 x 81","54 x 83","54 x 86","54 x 87","54 x 89","54 x 91","54 x 94","54 x 95","54 x 102","54 x 107","54 x 108","54 x 112","55 x 56","55 x 59","55 x 60","55 x 69","55 x 74","55 x 76","55 x 81","55 x 83","55 x 86","55 x 87","55 x 89","55 x 91","55 x 94","55 x 95","55 x 102","55 x 107","55 x 108","55 x 112","56 x 59","56 x 60","56 x 69","56 x 74","56 x 76","56 x 81","56 x 83","56 x 86","56 x 87","56 x 89","56 x 91","56 x 94","56 x 95","56 x 102","56 x 107","56 x 108","56 x 112","59 x 60","59 x 69","59 x 74","59 x 76","59 x 81","59 x 83","59 x 86","59 x 87","59 x 89","59 x 91","59 x 94","59 x 95","59 x 102","59 x 107","59 x 108","59 x 112","60 x 69","60 x 74","60 x 76","60 x 81","60 x 83","60 x 86","60 x 87","60 x 89","60 x 91","60 x 94","60 x 95","60 x 102","60 x 107","60 x 108","60 x 112","69 x 74","69 x 76","69 x 81","69 x 83","69 x 86","69 x 87","69 x 89","69 x 91","69 x 94","69 x 95","69 x 102","69 x 107","69 x 108","69 x 112","74 x 76","74 x 81","74 x 83","74 x 86","74 x 87","74 x 89","74 x 91","74 x 94","74 x 95","74 x 102","74 x 107","74 x 108","74 x 112","76 x 81","76 x 83","76 x 86","76 x 87","76 x 89","76 x 91","76 x 94","76 x 95","76 x 102","76 x 107","76 x 108","76 x 112","81 x 83","81 x 86","81 x 87","81 x 89","81 x 91","81 x 94","81 x 95","81 x 102","81 x 107","81 x 108","81 x 112","83 x 86","83 x 87","83 x 89","83 x 91","83 x 94","83 x 95","83 x 102","83 x 107","83 x 108","83 x 112","86 x 87","86 x 89","86 x 91","86 x 94","86 x 95","86 x 102","86 x 107","86 x 108","86 x 112","87 x 89","87 x 91","87 x 94","87 x 95","87 x 102","87 x 107","87 x 108","87 x 112","89 x 91","89 x 94","89 x 95","89 x 102","89 x 107","89 x 108","89 x 112","91 x 94","91 x 95","91 x 102","91 x 107","91 x 108","91 x 112","94 x 95","94 x 102","94 x 107","94 x 108","94 x 112","95 x 102","95 x 107","95 x 108","95 x 112","102 x 107","102 x 108","102 x 112","107 x 108","107 x 112","108 x 112","Nleach","Pleach","Decom"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-0.241677874862941","0","0","0","0","-0.0270810274572792","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.231971827024958","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.22380610703838","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0448102560530111","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.240201256701601","0","0","0","0","0","0","0","0.0621237470351895","0","0","0","0","0","0","-0.0552074136164108","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0942902819668827","0","0","0","0","0","0","0","0.0906976808313561","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.206414899429574","0","0","0","0","0","0","0.152800103706863","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00486566397046106","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0136532027800452","0","0","0.0124195161114432","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9.126683329852e-05","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","25.25","0.312","56.97338251"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0707146520262361","0","0","0","0","0","0","-0.241677874862941","0","0","0","0","-0.0270810274572792","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.231971827024958","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.22380610703838","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0448102560530111","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-0.135937693888208","0","0","-0.00470095578218943","-0.0671938630848286","0","0","0","0","0","0","0.109481762684061","0","0","0","0","0","0","0","0","0.0510747412756799","0.0519306425689738","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-0.0258315806044266","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.240201256701601","0","-0.140843862638667","0","0","0","0","0","0.0621237470351895","0","0","0","0","0","0","-0.0552074136164108","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0942902819668827","0","0","0","0","0","0","0","0.0906976808313561","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.206414899429574","0","0","0","0","0","0","0.152800103706863","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00486566397046106","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0612863464673247","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0136532027800452","0","0","0.0124195161114432","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9.126683329852e-05","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","52.93","0.523","71.01564324"
