OTU,Kingdom,Phylum,Class,Order,Family,Genus
OTU_1365,Bacteria(100.0),Firmicutes(66.0),Clostridia(38.4),Clostridiales(38.4),Peptostreptococcaceae(38.4),Peptostreptococcus(38.4)
OTU_1372,Bacteria(100.0),Proteobacteria(43.3),Deltaproteobacteria(29.5),Desulfuromonadales(29.5),Geobacteraceae(29.5),Geobacter(29.5)
OTU_1374,Bacteria(100.0),Firmicutes(40.4),Erysipelotrichia(28.1),Erysipelotrichales(28.1),Erysipelotrichaceae(28.1),Erysipelotrichaceae_incertae_sedis(28.1)
OTU_1379,Bacteria(100.0),Planctomycetes(99.9),Planctomycetacia(90.6),Planctomycetales(87.4),Planctomycetaceae(82.6),Zavarzinella(48.9)
OTU_1376,Bacteria(100.0),Proteobacteria(100.0),Gammaproteobacteria(93.7),Legionellales(82.5),Legionellaceae(74.2),Legionella(57.5)
OTU_1377,Bacteria(100.0),Proteobacteria(100.0),Alphaproteobacteria(99.2),Rhodospirillales(99.2),Acetobacteraceae(98.7),Roseococcus(78.6)
OTU_1378,Bacteria(100.0),Planctomycetes(51.0),Planctomycetacia(31.1),Planctomycetales(31.1),Planctomycetaceae(31.1),Singulisphaera(31.1)
OTU_1375,Bacteria(100.0),Firmicutes(100.0),Clostridia(91.7),Clostridiales(90.1),Gracilibacteraceae(82.6),Gracilibacter(63.1)
OTU_1381,Bacteria(100.0),Proteobacteria(53.9),Deltaproteobacteria(32.9),Desulfobacterales(32.9),Desulfobacteraceae(32.9),Desulfatirhabdium(32.9)
OTU_1383,Bacteria(100.0),Actinobacteria(100.0),Actinobacteria(93.2),Solirubrobacterales(86.7),Conexibacteraceae(67.7),Conexibacter(53.2)
OTU_1388,Bacteria(100.0),Planctomycetes(99.9),Planctomycetacia(90.6),Planctomycetales(88.2),Planctomycetaceae(83.8),Singulisphaera(51.7)
OTU_1384,Bacteria(100.0),Firmicutes(100.0),Clostridia(95.8),Clostridiales(95.8),Clostridiaceae_1(85.3),Sarcina(63.1)
OTU_1385,Bacteria(100.0),Firmicutes(100.0),Bacilli(95.8),Bacillales(95.8),Paenibacillaceae_1(90.8),Paenibacillus(69.2)
OTU_1380,Bacteria(100.0),Actinobacteria(100.0),Actinobacteria(100.0),Actinomycetales(99.9),Microbacteriaceae(99.4),Microbacterium(99.0)
OTU_1393,Bacteria(100.0),Proteobacteria(100.0),Alphaproteobacteria(98.5),Rhodospirillales(98.5),Acetobacteraceae(97.4),Roseomonas(78.6)
OTU_1382,Bacteria(100.0),Proteobacteria(99.8),Gammaproteobacteria(80.9),Chromatiales(64.4),Chromatiaceae(50.2),Halochromatium(45.8)
OTU_1394,Bacteria(100.0),Verrucomicrobia(99.3),Verrucomicrobiae(77.5),Verrucomicrobiales(62.2),Verrucomicrobiaceae(48.1),Prosthecobacter(44.3)
OTU_1387,Bacteria(100.0),Proteobacteria(100.0),Alphaproteobacteria(89.6),Rhodospirillales(71.2),Rhodospirillaceae(61.6),Nisaea(50.4)
OTU_1386,Bacteria(100.0),Chlamydiae(100.0),Chlamydiae(98.0),Chlamydiales(98.0),Parachlamydiaceae(95.2),Parachlamydia(69.2)
OTU_1389,Bacteria(100.0),Proteobacteria(100.0),Alphaproteobacteria(94.5),Rhodospirillales(89.6),Rhodospirillaceae(85.3),Azospirillum(56.3)
OTU_1390,Bacteria(100.0),Chloroflexi.ph(48.3),Thermomicrobia(31.1),Sphaerobacterales(31.1),Sphaerobacteraceae(31.1),Sphaerobacter(31.1)
OTU_1392,Bacteria(100.0),Proteobacteria(99.8),Gammaproteobacteria(85.9),Legionellales(57.7),Coxiellaceae(45.2),Aquicella(45.1)
OTU_1395,Bacteria(100.0),Proteobacteria(100.0),Gammaproteobacteria(90.2),Pseudomonadales(72.4),Pseudomonadaceae(61.6),Pseudomonas(50.4)
OTU_1391,Bacteria(100.0),Firmicutes(51.0),Bacilli(31.9),Bacillales(31.9),Bacillaceae_2(31.9),Oceanobacillus(31.9)
OTU_1396,Bacteria(100.0),Aquificae(39.0),Aquificae(28.0),Aquificales(28.0),Hydrogenothermaceae(28.0),Persephonella(28.0)
OTU_1399,Bacteria(100.0),Firmicutes(100.0),Bacilli(99.4),Bacillales(99.4),Paenibacillaceae_1(98.9),Paenibacillus(95.9)
OTU_1397,Bacteria(100.0),Synergistetes(56.9),Synergistia(33.6),Synergistales(33.6),Synergistaceae(33.6),Pyramidobacter(33.6)
OTU_1401,Bacteria(100.0),Bacteroidetes(100.0),Sphingobacteria(91.7),Sphingobacteriales(90.1),Chitinophagaceae(74.2),Segetibacter(51.2)
OTU_1400,Bacteria(100.0),Verrucomicrobia(84.2),Verrucomicrobiae(62.5),Verrucomicrobiales(53.7),Verrucomicrobiaceae(41.9),Prosthecobacter(41.9)
OTU_1398,Bacteria(100.0),Proteobacteria(93.1),Alphaproteobacteria(62.5),Rhodospirillales(53.7),Rhodospirillaceae(42.6),Azospirillum(42.6)
OTU_1402,Bacteria(100.0),Chlamydiae(99.9),Chlamydiae(88.5),Chlamydiales(81.2),Simkaniaceae(55.0),Simkania(48.5)
OTU_1405,Bacteria(100.0),Spirochaetes(75.7),Spirochaetes(50.5),Spirochaetales(50.5),Leptospiraceae(41.6),Leptospira(41.6)
OTU_1403,Bacteria(100.0),Chloroflexi.ph(42.6),Chloroflexi.cl(29.1),Chloroflexales(29.1),Chloroflexaceae(29.1),Heliothrix(29.1)
OTU_1407,Bacteria(100.0),Firmicutes(36.5),Clostridia(27.7),Clostridiales(27.7),Peptostreptococcaceae(27.7),Proteocatella(27.7)
OTU_1404,Bacteria(100.0),Actinobacteria(81.5),Actinobacteria(59.4),Actinomycetales(52.9),Streptomycetaceae(42.3),Streptomyces(42.3)
OTU_1408,Bacteria(100.0),Proteobacteria(100.0),Gammaproteobacteria(100.0),Legionellales(99.1),Legionellaceae(98.6),Legionella(98.6)
OTU_1406,Bacteria(100.0),Gemmatimonadetes(99.6),Gemmatimonadetes(82.2),Gemmatimonadales(65.5),Gemmatimonadaceae(53.2),Gemmatimonas(47.9)
OTU_1412,Bacteria(100.0),Proteobacteria(100.0),Alphaproteobacteria(97.3),Rhodospirillales(97.3),Rhodospirillaceae(93.7),Rhodocista(67.8)
OTU_1410,Bacteria(100.0),Verrucomicrobia(99.4),Verrucomicrobiae(79.2),Verrucomicrobiales(63.2),Verrucomicrobiaceae(49.1),Prosthecobacter(44.6)
OTU_1411,Bacteria(100.0),Proteobacteria(100.0),Betaproteobacteria(88.2),Rhodocyclales(72.4),Rhodocyclaceae(61.6),Denitratisoma(51.2)
OTU_1409,Bacteria(100.0),Proteobacteria(99.6),Deltaproteobacteria(79.2),Syntrophobacterales(59.4),Syntrophaceae(46.7),Desulfomonile(45.5)
OTU_1414,Bacteria(100.0),Chloroflexi.ph(66.0),Anaerolineae(38.4),Anaerolineales(38.4),Anaerolineaceae(38.4),Levilinea(38.4)
OTU_1416,Bacteria(100.0),Firmicutes(99.4),Bacilli(79.2),Bacillales(63.2),Pasteuriaceae(50.2),Pasteuria(46.5)
OTU_1413,Bacteria(100.0),Proteobacteria(100.0),Betaproteobacteria(98.4),Rhodocyclales(95.9),Rhodocyclaceae(94.6),Thauera(83.4)
OTU_1415,Bacteria(100.0),Proteobacteria(99.3),Deltaproteobacteria(69.5),Desulfobacterales(52.1),Desulfobacteraceae(41.6),Desulfatirhabdium(41.6)
OTU_1419,Bacteria(100.0),Gemmatimonadetes(99.4),Gemmatimonadetes(79.2),Gemmatimonadales(63.2),Gemmatimonadaceae(50.2),Gemmatimonas(46.5)
OTU_1420,Bacteria(100.0),Proteobacteria(100.0),Betaproteobacteria(85.9),Rhodocyclales(70.1),Rhodocyclaceae(58.3),Azoarcus(49.5)
OTU_1418,Bacteria(100.0),Gemmatimonadetes(100.0),Gemmatimonadetes(94.7),Gemmatimonadales(94.6),Gemmatimonadaceae(93.2),Gemmatimonas(81.1)
OTU_1421,Bacteria(100.0),Firmicutes(93.1),Clostridia(64.6),Clostridiales(52.9),Clostridiales_Incertae_Sedis_III(42.3),Caldicellulosiruptor(42.3)
OTU_1417,Bacteria(100.0),Actinobacteria(99.8),Actinobacteria(84.9),Thermoleophilales(65.5),Thermoleophilaceae(51.6),Thermoleophilum(47.9)
OTU_1425,Bacteria(100.0),Bacteroidetes(100.0),Sphingobacteria(95.8),Sphingobacteriales(95.8),Saprospiraceae(93.7),Lewinella(83.4)
OTU_1431,Bacteria(100.0),Planctomycetes(99.9),Planctomycetacia(88.8),Planctomycetales(82.5),Planctomycetaceae(74.2),Gemmata(46.1)
OTU_1422,Bacteria(100.0),Proteobacteria(99.9),Deltaproteobacteria(87.6),Myxococcales(67.7),Cystobacteraceae(50.2),Anaeromyxobacter(47.1)
OTU_1427,Bacteria(100.0),Planctomycetes(99.7),Planctomycetacia(84.9),Planctomycetales(68.8),Planctomycetaceae(58.3),Gemmata(45.1)
OTU_1424,Bacteria(100.0),Proteobacteria(100.0),Betaproteobacteria(89.6),Burkholderiales(73.7),Comamonadaceae(63.0),Schlegelella(50.4)
OTU_1429,Bacteria(100.0),Verrucomicrobia(81.5),Verrucomicrobiae(54.9),Verrucomicrobiales(52.1),Verrucomicrobiaceae(41.9),Verrucomicrobium(41.9)
OTU_1435,Bacteria(100.0),Bacteroidetes(99.9),Sphingobacteria(85.9),Sphingobacteriales(72.4),Chitinophagaceae(51.6),Chitinophaga(45.8)
OTU_1428,Bacteria(100.0),Proteobacteria(99.9),Alphaproteobacteria(87.6),Rhizobiales(63.2),Hyphomicrobiaceae(50.2),Hyphomicrobium(46.5)
OTU_1433,Bacteria(100.0),Proteobacteria(100.0),Alphaproteobacteria(100.0),Rhodospirillales(99.6),Acetobacteraceae(99.6),Roseomonas(99.5)
OTU_1432,Bacteria(100.0),Proteobacteria(99.9),Gammaproteobacteria(89.6),Oceanospirillales(85.8),Halomonadaceae(77.8),Kushneria(48.5)
OTU_1426,Bacteria(100.0),Actinobacteria(100.0),Actinobacteria(100.0),Actinomycetales(99.6),Pseudonocardiaceae(98.8),Pseudonocardia(95.4)
OTU_1423,Bacteria(100.0),Actinobacteria(100.0),Actinobacteria(93.7),Acidimicrobiales(71.2),Acidimicrobiaceae(56.5),Ferrimicrobium(48.9)
OTU_1436,Bacteria(100.0),Proteobacteria(99.8),Deltaproteobacteria(82.2),Myxococcales(58.6),Cystobacteraceae(44.7),Cystobacter(44.7)
OTU_1438,Bacteria(100.0),Planctomycetes(100.0),Planctomycetacia(91.3),Planctomycetales(89.6),Planctomycetaceae(85.3),Gemmata(51.2)
OTU_1430,Bacteria(100.0),Proteobacteria(75.7),Gammaproteobacteria(45.8),Chromatiales(45.8),Ectothiorhodospiraceae(41.3),Aquisalimonas(41.3)
OTU_1434,Bacteria(100.0),Firmicutes(100.0),Bacilli(95.2),Bacillales(95.2),Paenibacillaceae_1(87.6),Saccharibacillus(64.2)
OTU_1444,Bacteria(100.0),Planctomycetes(99.9),Planctomycetacia(89.9),Planctomycetales(86.7),Planctomycetaceae(79.7),Gemmata(46.5)
OTU_1445,Bacteria(100.0),Planctomycetes(100.0),Planctomycetacia(94.0),Planctomycetales(93.6),Planctomycetaceae(91.9),Zavarzinella(59.5)
OTU_1437,Bacteria(100.0),Firmicutes(87.5),Clostridia(64.6),Clostridiales(53.7),Clostridiales_Incertae_Sedis_III(43.1),Caldicellulosiruptor(43.1)
OTU_1440,Bacteria(100.0),Proteobacteria(44.6),Deltaproteobacteria(28.4),Desulfovibrionales(28.4),Desulfovibrionaceae(28.4),Desulfovibrio(28.4)
OTU_1442,Bacteria(100.0),Chloroflexi.ph(99.9),Caldilineae(89.9),Caldilineales(86.7),Caldilineaceae(81.2),Caldilinea(61.9)
OTU_1443,Bacteria(100.0),Proteobacteria(100.0),Gammaproteobacteria(92.6),Legionellales(70.1),Legionellaceae(58.3),Legionella(49.5)
OTU_1439,Bacteria(100.0),Firmicutes(100.0),Clostridia(98.2),Clostridiales(98.2),Clostridiaceae_1(97.8),Oxobacter(94.5)
OTU_1446,Bacteria(100.0),Planctomycetes(43.3),Planctomycetacia(29.1),Planctomycetales(29.1),Planctomycetaceae(29.1),Zavarzinella(29.1)
OTU_1448,Bacteria(100.0),Planctomycetes(99.3),Planctomycetacia(77.5),Planctomycetales(62.2),Planctomycetaceae(48.1),Isosphaera(44.9)
OTU_1441,Bacteria(100.0),Proteobacteria(56.9),Deltaproteobacteria(33.6),Bdellovibrionales(33.6),Bdellovibrionaceae(33.6),Bdellovibrio(33.6)
OTU_1451,Bacteria(100.0),Gemmatimonadetes(100.0),Gemmatimonadetes(96.6),Gemmatimonadales(96.6),Gemmatimonadaceae(96.4),Gemmatimonas(92.4)
OTU_1453,Bacteria(100.0),Proteobacteria(100.0),Gammaproteobacteria(96.2),Alteromonadales(84.9),Colwelliaceae(75.8),Colwellia(58.7)
OTU_1447,Bacteria(100.0),Chlamydiae(99.9),Chlamydiae(88.2),Chlamydiales(81.2),Simkaniaceae(58.3),Simkania(49.5)
OTU_1450,Bacteria(100.0),Chloroflexi.ph(43.9),Chloroflexi.cl(29.5),Chloroflexales(29.5),Chloroflexaceae(29.5),Heliothrix(29.5)
OTU_1459,Bacteria(100.0),Planctomycetes(99.3),Planctomycetacia(77.5),Planctomycetales(62.2),Planctomycetaceae(48.1),Gemmata(44.3)
OTU_1454,Bacteria(100.0),Proteobacteria(81.5),Deltaproteobacteria(54.9),Syntrophobacterales(52.1),Syntrophaceae(41.9),Desulfomonile(41.9)
OTU_1455,Bacteria(100.0),Planctomycetes(43.9),Planctomycetacia(29.5),Planctomycetales(29.5),Planctomycetaceae(29.5),Zavarzinella(29.5)
OTU_1458,Bacteria(100.0),Bacteroidetes(100.0),Sphingobacteria(97.4),Sphingobacteriales(97.4),Cytophagaceae(89.4),Adhaeribacter(70.9)
OTU_1452,Bacteria(100.0),Proteobacteria(96.6),Gammaproteobacteria(64.6),Methylococcales(54.4),Methylococcaceae(43.1),Methylothermus(43.1)
OTU_1449,Bacteria(100.0),Actinobacteria(100.0),Actinobacteria(100.0),Actinomycetales(99.5),Micromonosporaceae(98.6),Verrucosispora(90.8)
OTU_1463,Bacteria(100.0),Verrucomicrobia(99.6),Opitutae(45.8),Opitutales(45.8),Opitutaceae(41.3),Alterococcus(41.3)
OTU_1461,Bacteria(100.0),Planctomycetes(99.4),Planctomycetacia(79.2),Planctomycetales(63.2),Planctomycetaceae(50.2),Isosphaera(44.4)
OTU_1460,Bacteria(100.0),Chlamydiae(100.0),Chlamydiae(98.7),Chlamydiales(98.7),Parachlamydiaceae(97.9),Neochlamydia(81.1)
OTU_1456,Bacteria(100.0),Firmicutes(100.0),Bacilli(94.0),Bacillales(93.6),Paenibacillaceae_1(79.7),Paenibacillus(60.6)
OTU_1457,Bacteria(100.0),Actinobacteria(100.0),Actinobacteria(100.0),Actinomycetales(100.0),Micrococcaceae(99.6),Arthrobacter(99.6)
OTU_1464,Bacteria(100.0),Proteobacteria(59.8),Gammaproteobacteria(34.5),Xanthomonadales(34.5),Xanthomonadaceae(34.5),Pseudofulvimonas(34.5)
OTU_1466,Bacteria(100.0),Proteobacteria(100.0),Deltaproteobacteria(90.9),Myxococcales(85.8),Polyangiaceae(63.0),Chondromyces(51.7)
OTU_1462,Bacteria(100.0),Firmicutes(98.3),Clostridia(71.0),Thermoanaerobacterales(55.0),Thermoanaerobacteraceae(43.6),Thermoanaerobacter(43.6)
OTU_1465,Bacteria(100.0),Synergistetes(84.2),Synergistia(59.4),Synergistales(52.9),Synergistaceae(42.3),Thermanaerovibrio(42.3)
OTU_1475,Bacteria(100.0),Planctomycetes(99.9),Planctomycetacia(90.2),Planctomycetales(87.4),Planctomycetaceae(81.2),Zavarzinella(51.2)
OTU_1468,Bacteria(100.0),Proteobacteria(100.0),Gammaproteobacteria(89.6),Chromatiales(70.1),Ectothiorhodospiraceae(58.3),Ectothiorhodosinus(49.5)
OTU_1469,Bacteria(100.0),Proteobacteria(99.7),Gammaproteobacteria(84.2),Pseudomonadales(55.8),Moraxellaceae(44.1),Alkanindiges(44.1)
OTU_1473,Bacteria(100.0),Firmicutes(56.9),Erysipelotrichia(33.6),Erysipelotrichales(33.6),Erysipelotrichaceae(33.6),Bulleidia(33.6)
OTU_1467,Bacteria(100.0),Proteobacteria(87.5),Alphaproteobacteria(62.5),Rhodospirillales(53.7),Rhodospirillaceae(42.6),Pelagibius(42.6)
OTU_1474,Bacteria(100.0),Proteobacteria(51.0),Deltaproteobacteria(31.9),Desulfuromonadales(31.9),Geobacteraceae(31.9),Geobacter(31.9)
OTU_1471,Bacteria(100.0),Verrucomicrobia(84.2),Verrucomicrobiae(36.0),Verrucomicrobiales(36.0),Verrucomicrobiaceae(36.0),Prosthecobacter(36.0)
OTU_1477,Bacteria(100.0),Proteobacteria(59.8),Gammaproteobacteria(34.5),Pseudomonadales(34.5),Pseudomonadaceae(34.5),Cellvibrio(34.5)
OTU_1476,Bacteria(100.0),Proteobacteria(100.0),Alphaproteobacteria(94.0),Rhodospirillales(91.4),Rhodospirillaceae(69.0),Azospirillum(54.0)
OTU_1470,Bacteria(100.0),Actinobacteria(100.0),Actinobacteria(99.0),Solirubrobacterales(99.0),Conexibacteraceae(97.2),Conexibacter(95.0)
OTU_1472,Bacteria(100.0),Proteobacteria(96.6),Alphaproteobacteria(69.5),Rhodospirillales(57.7),Rhodospirillaceae(45.2),Azospirillum(44.4)
OTU_1484,Bacteria(100.0),Planctomycetes(99.8),Planctomycetacia(86.7),Planctomycetales(73.7),Planctomycetaceae(63.0),Gemmata(48.9)
OTU_1479,Bacteria(100.0),Firmicutes(59.8),Bacilli(34.5),Bacillales(34.5),Bacillaceae_2(34.5),Virgibacillus(34.5)
OTU_1485,Bacteria(100.0),Planctomycetes(99.6),Planctomycetacia(83.2),Planctomycetales(66.6),Planctomycetaceae(55.0),Singulisphaera(44.3)
OTU_1478,Bacteria(100.0),Actinobacteria(99.4),Actinobacteria(79.2),Solirubrobacterales(57.7),Conexibacteraceae(45.2),Conexibacter(45.1)
OTU_1482,Bacteria(100.0),Proteobacteria(99.9),Deltaproteobacteria(86.3),Myxococcales(64.4),Polyangiaceae(49.1),Chondromyces(46.1)
OTU_1480,Bacteria(100.0),Firmicutes(100.0),Clostridia(92.4),Clostridiales(91.0),Ruminococcaceae(67.7),Ethanoligenens(51.7)
OTU_1488,Bacteria(100.0),Planctomycetes(99.9),Planctomycetacia(89.6),Planctomycetales(85.8),Planctomycetaceae(79.7),Gemmata(48.9)
OTU_1483,Bacteria(100.0),Proteobacteria(99.8),Deltaproteobacteria(84.2),Desulfovibrionales(60.3),Desulfonatronaceae(46.7),Desulfonatronum(45.5)
OTU_1481,Bacteria(100.0),Firmicutes(93.1),Clostridia(67.3),Clostridiales(55.8),Peptostreptococcaceae(44.1),Peptostreptococcaceae_incertae_sedis(44.1)
OTU_1487,Bacteria(100.0),Proteobacteria(100.0),Alphaproteobacteria(86.9),Rhizobiales(65.5),Rhizobiaceae(51.6),Ensifer(47.9)
OTU_1493,Bacteria(100.0),Proteobacteria(100.0),Betaproteobacteria(96.9),Rhodocyclales(94.6),Rhodocyclaceae(93.2),Azonexus(75.9)
OTU_1486,Bacteria(100.0),Actinobacteria(100.0),Actinobacteria(94.7),Acidimicrobiales(81.2),Acidimicrobiaceae(72.5),Ferrimicrobium(56.3)
OTU_1491,Bacteria(100.0),Proteobacteria(99.5),Gammaproteobacteria(64.6),Vibrionales(51.3),Vibrionaceae(41.6),Vibrio(41.6)
OTU_1490,Bacteria(100.0),Actinobacteria(98.3),Actinobacteria(71.0),Coriobacteriales(58.6),Coriobacteriaceae(46.0),Olsenella(45.4)
OTU_1495,Bacteria(100.0),Proteobacteria(78.7),Gammaproteobacteria(50.5),Xanthomonadales(50.5),Xanthomonadaceae(41.6),Aquimonas(41.6)
OTU_1492,Bacteria(100.0),Proteobacteria(68.9),Gammaproteobacteria(41.7),Xanthomonadales(41.7),Xanthomonadaceae(39.4),Dokdonella(39.4)
OTU_1489,Bacteria(100.0),Chloroflexi.ph(63.0),Chloroflexi.cl(36.0),Chloroflexales(36.0),Chloroflexaceae(36.0),Heliothrix(36.0)
OTU_1497,Bacteria(100.0),Firmicutes(98.7),Clostridia(72.4),Thermoanaerobacterales(59.4),Thermoanaerobacteraceae(46.7),Ammonifex(45.4)
OTU_1496,Bacteria(100.0),Deferribacteres(63.0),Deferribacteres(36.0),Deferribacterales(36.0),Deferribacteraceae(36.0),Mucispirillum(36.0)
OTU_1494,Bacteria(100.0),Synergistetes(53.9),Synergistia(32.9),Synergistales(32.9),Synergistaceae(32.9),Dethiosulfovibrio(32.9)
OTU_1501,Bacteria(100.0),Proteobacteria(100.0),Betaproteobacteria(94.7),Rhodocyclales(85.8),Rhodocyclaceae(79.7),Thauera(59.5)
OTU_1504,Bacteria(100.0),Actinobacteria(99.3),Actinobacteria(77.5),Actinomycetales(55.8),Micromonosporaceae(43.6),Salinispora(43.6)
OTU_1499,Bacteria(100.0),Firmicutes(98.3),Clostridia(71.0),Thermoanaerobacterales(58.6),Thermoanaerobacteraceae(46.0),Carboxydothermus(44.9)
OTU_1500,Bacteria(100.0),Actinobacteria(99.3),Actinobacteria(77.5),Thermoleophilales(54.4),Thermoleophilaceae(43.1),Thermoleophilum(43.1)
OTU_1502,Bacteria(100.0),Proteobacteria(99.9),Alphaproteobacteria(85.4),Rhodospirillales(70.1),Rhodospirillaceae(58.3),Rhodospirillum(49.5)
OTU_1503,Bacteria(100.0),Actinobacteria(100.0),Actinobacteria(94.5),Solirubrobacterales(79.9),Conexibacteraceae(63.0),Conexibacter(51.2)
OTU_1508,Bacteria(100.0),Planctomycetes(100.0),Planctomycetacia(97.3),Planctomycetales(97.3),Planctomycetaceae(97.3),Singulisphaera(67.8)
OTU_1505,Bacteria(100.0),Verrucomicrobia(78.7),Opitutae(54.9),Opitutales(52.1),Opitutaceae(41.9),Alterococcus(41.9)
OTU_1506,Bacteria(100.0),Proteobacteria(100.0),Deltaproteobacteria(95.6),Myxococcales(95.6),Haliangiaceae(83.8),Haliangium(64.2)
OTU_1498,Bacteria(100.0),Actinobacteria(100.0),Actinobacteria(100.0),Actinomycetales(99.5),Micromonosporaceae(97.9),Rugosimonospora(89.1)
OTU_1507,Bacteria(100.0),Firmicutes(99.5),Clostridia(73.9),Thermoanaerobacterales(57.7),Thermoanaerobacteraceae(45.2),Desulfovirgula(44.9)
OTU_1509,Bacteria(100.0),Proteobacteria(59.8),Epsilonproteobacteria(29.5),Campylobacterales(29.5),Campylobacteraceae(29.5),Arcobacter(29.5)
OTU_1514,Bacteria(100.0),Planctomycetes(99.9),Planctomycetacia(87.6),Planctomycetales(78.5),Planctomycetaceae(69.0),Gemmata(48.5)
OTU_1516,Bacteria(100.0),Firmicutes(100.0),Clostridia(94.7),Clostridiales(94.6),Ruminococcaceae(86.4),Anaerotruncus(54.9)
OTU_1513,Bacteria(100.0),Proteobacteria(99.8),Alphaproteobacteria(73.9),Rhizobiales(53.7),Rhodobiaceae(43.1),Parvibaculum(43.1)
OTU_1518,Bacteria(100.0),Bacteroidetes(100.0),Sphingobacteria(87.6),Sphingobacteriales(78.5),Chitinophagaceae(58.3),Flavihumibacter(47.1)
OTU_1524,Bacteria(100.0),Planctomycetes(99.9),Planctomycetacia(88.2),Planctomycetales(81.2),Planctomycetaceae(70.6),Gemmata(45.1)
OTU_1511,Bacteria(100.0),Proteobacteria(100.0),Betaproteobacteria(91.3),Rhodocyclales(74.8),Rhodocyclaceae(64.6),Sulfuritalea(51.7)
OTU_1510,Bacteria(100.0),Proteobacteria(59.8),Gammaproteobacteria(34.5),Chromatiales(34.5),Chromatiaceae(34.5),Halochromatium(34.5)
OTU_1517,Bacteria(100.0),Actinobacteria(99.9),Actinobacteria(90.2),Actinomycetales(64.4),Pseudonocardiaceae(48.1),Amycolatopsis(45.8)
OTU_1512,Bacteria(100.0),Proteobacteria(84.2),Gammaproteobacteria(38.4),Chromatiales(38.4),Chromatiaceae(38.4),Thiocystis(38.4)
OTU_1525,Bacteria(100.0),Planctomycetes(93.1),Planctomycetacia(66.1),Planctomycetales(55.0),Planctomycetaceae(43.6),Planctomyces(43.6)
OTU_1522,Bacteria(100.0),Bacteroidetes(100.0),Sphingobacteria(99.6),Sphingobacteriales(99.6),Cytophagaceae(99.6),Cytophaga(99.6)
OTU_1515,Bacteria(100.0),Firmicutes(99.8),Negativicutes(71.0),Selenomonadales(58.6),Veillonellaceae(46.0),Propionispora(45.1)
OTU_1520,Bacteria(100.0),Firmicutes(68.9),Clostridia(31.9),Thermoanaerobacterales(31.9),Thermoanaerobacteraceae(31.9),Caldanaerobius(31.9)
OTU_1528,Bacteria(100.0),Bacteroidetes(100.0),Sphingobacteria(94.2),Sphingobacteriales(94.0),Flammeovirgaceae(70.6),Marivirga(53.2)
OTU_1523,Bacteria(100.0),Proteobacteria(36.8),Deltaproteobacteria(27.8),Desulfovibrionales(27.8),Desulfovibrionaceae(27.8),Desulfovibrio(27.8)
OTU_1526,Bacteria(100.0),Bacteroidetes(100.0),Sphingobacteria(97.6),Sphingobacteriales(97.6),Chitinophagaceae(97.2),Sediminibacterium(67.8)
OTU_1527,Bacteria(100.0),Planctomycetes(84.2),Planctomycetacia(59.4),Planctomycetales(52.9),Planctomycetaceae(42.3),Planctomyces(42.3)
OTU_1519,Bacteria(100.0),Proteobacteria(81.5),Gammaproteobacteria(59.4),Xanthomonadales(52.9),Xanthomonadaceae(42.3),Rudaea(42.3)
OTU_1521,Bacteria(100.0),Firmicutes(81.5),Clostridia(59.4),Clostridiales(52.1),Clostridiales_Incertae_Sedis_XI(42.3),Tepidimicrobium(42.3)
OTU_1532,Bacteria(100.0),Planctomycetes(100.0),Planctomycetacia(95.0),Planctomycetales(95.0),Planctomycetaceae(93.7),Zavarzinella(59.5)
OTU_1530,Bacteria(100.0),Proteobacteria(100.0),Gammaproteobacteria(92.4),Xanthomonadales(81.2),Xanthomonadaceae(70.6),Dyella(50.4)
OTU_1529,Bacteria(100.0),Bacteroidetes(96.6),Bacteroidia(68.4),Bacteroidales(56.8),Bacteroidaceae(44.7),Acetomicrobium(44.7)
OTU_1533,Bacteria(100.0),Chlamydiae(100.0),Chlamydiae(97.2),Chlamydiales(97.2),Parachlamydiaceae(93.7),Neochlamydia(66.6)
OTU_1537,Bacteria(100.0),Tenericutes(68.9),Mollicutes(38.4),Anaeroplasmatales(38.4),Anaeroplasmataceae(38.4),Anaeroplasma(38.4)
OTU_1531,Bacteria(100.0),Firmicutes(100.0),Bacilli(99.3),Bacillales(99.3),Paenibacillaceae_1(99.3),Paenibacillus(99.0)
OTU_1535,Bacteria(100.0),Proteobacteria(36.8),Alphaproteobacteria(27.8),Rickettsiales(27.8),Anaplasmataceae(27.8),Anaplasma(27.8)
OTU_1534,Bacteria(100.0),Actinobacteria(100.0),Actinobacteria(94.2),Actinomycetales(78.5),Streptomycetaceae(67.7),Kitasatospora(50.0)
OTU_1540,Bacteria(100.0),Proteobacteria(100.0),Deltaproteobacteria(95.4),Myxococcales(92.8),Polyangiaceae(69.0),Chondromyces(54.0)
OTU_1536,Bacteria(100.0),Proteobacteria(100.0),Gammaproteobacteria(95.6),Xanthomonadales(93.6),Sinobacteraceae(91.9),Sinobacter(59.5)
OTU_1538,Bacteria(100.0),Proteobacteria(100.0),Gammaproteobacteria(100.0),Xanthomonadales(99.6),Xanthomonadaceae(99.6),Lysobacter(99.6)
OTU_1539,Bacteria(100.0),Chloroflexi.ph(53.9),Anaerolineae(32.9),Anaerolineales(32.9),Anaerolineaceae(32.9),Leptolinea(32.9)
OTU_1541,Bacteria(100.0),Proteobacteria(100.0),Alphaproteobacteria(99.0),Sphingomonadales(99.0),Sphingomonadaceae(98.6),Sphingomonas(96.3)
