OTU,Kingdom,Phylum,Class,Order,Family,Genus
OTU_684,Bacteria(100.0),Proteobacteria(99.8),Gammaproteobacteria(84.9),Oceanospirillales(68.8),Halomonadaceae(56.5),Kushneria(45.8)
OTU_686,Bacteria(100.0),Actinobacteria(100.0),Actinobacteria(98.1),Acidimicrobiales(97.7),Iamiaceae(96.2),Iamia(91.7)
OTU_685,Bacteria(100.0),Proteobacteria(100.0),Gammaproteobacteria(95.2),Xanthomonadales(91.0),Sinobacteraceae(88.5),Steroidobacter(69.2)
OTU_687,Bacteria(100.0),Proteobacteria(100.0),Gammaproteobacteria(91.7),Chromatiales(84.9),Ectothiorhodospiraceae(75.8),Ectothiorhodospira(52.3)
OTU_694,Bacteria(100.0),Planctomycetes(99.7),Planctomycetacia(84.2),Planctomycetales(68.8),Planctomycetaceae(56.5),Blastopirellula(47.9)
OTU_690,Bacteria(100.0),Proteobacteria(100.0),Gammaproteobacteria(96.4),Legionellales(94.0),Coxiellaceae(92.4),Aquicella(79.9)
OTU_693,Bacteria(100.0),Proteobacteria(100.0),Deltaproteobacteria(94.7),Myxococcales(89.6),Polyangiaceae(63.0),Chondromyces(50.4)
OTU_699,Bacteria(100.0),Bacteroidetes(100.0),Sphingobacteria(100.0),Sphingobacteriales(100.0),Chitinophagaceae(99.5),Chitinophaga(95.4)
OTU_689,Bacteria(100.0),Chloroflexi.ph(59.8),Chloroflexi.cl(34.5),Chloroflexales(34.5),Chloroflexaceae(34.5),Heliothrix(34.5)
OTU_692,Bacteria(100.0),Proteobacteria(99.8),Gammaproteobacteria(83.2),Xanthomonadales(64.4),Sinobacteraceae(51.6),Hydrocarboniphaga(46.1)
OTU_691,Bacteria(100.0),Tenericutes(40.4),Mollicutes(28.4),Mycoplasmatales(28.4),Mycoplasmataceae(28.4),Mycoplasma(28.4)
OTU_695,Bacteria(100.0),Proteobacteria(100.0),Alphaproteobacteria(99.9),Rhodospirillales(99.9),Rhodospirillaceae(99.7),Skermanella(99.7)
OTU_696,Bacteria(100.0),Firmicutes(100.0),Bacilli(94.2),Bacillales(94.0),Paenibacillaceae_1(88.5),Paenibacillus(67.8)
OTU_698,Bacteria(100.0),Chloroflexi.ph(90.6),Thermomicrobia(66.1),Sphaerobacterales(55.0),Sphaerobacteraceae(43.6),Sphaerobacter(43.6)
OTU_697,Bacteria(100.0),Firmicutes(81.5),Bacilli(54.9),Bacillales(52.1),Thermoactinomycetaceae_1(41.3),Shimazuella(41.3)
OTU_700,Bacteria(100.0),Proteobacteria(100.0),Deltaproteobacteria(92.6),Myxococcales(90.5),Haliangiaceae(63.0),Haliangium(51.2)
OTU_701,Bacteria(100.0),Proteobacteria(100.0),Alphaproteobacteria(99.5),Rhizobiales(99.5),Rhizobiaceae(99.5),Rhizobium(99.5)
OTU_702,Bacteria(100.0),Proteobacteria(99.7),Alphaproteobacteria(79.2),Sneathiellales(55.8),Sneathiellaceae(44.1),Sneathiella(44.1)
OTU_704,Bacteria(100.0),Proteobacteria(100.0),Betaproteobacteria(89.2),Burkholderiales(83.9),Comamonadaceae(69.0),Roseateles(54.0)
OTU_705,Bacteria(100.0),Planctomycetes(99.6),Planctomycetacia(82.2),Planctomycetales(65.5),Planctomycetaceae(51.6),Blastopirellula(44.3)
OTU_713,Bacteria(100.0),Planctomycetes(99.9),Planctomycetacia(89.2),Planctomycetales(83.9),Planctomycetaceae(75.8),Blastopirellula(58.7)
OTU_703,Bacteria(100.0),Proteobacteria(99.9),Deltaproteobacteria(90.6),Syntrophobacterales(74.8),Syntrophaceae(64.6),Desulfomonile(51.7)
OTU_710,Bacteria(100.0),Firmicutes(100.0),Clostridia(95.6),Clostridiales(95.6),Ruminococcaceae(88.5),Acetivibrio(67.8)
OTU_706,Bacteria(100.0),Firmicutes(95.2),Clostridia(68.4),Thermoanaerobacterales(55.0),Thermoanaerobacteraceae(43.6),Moorella(43.6)
OTU_707,Bacteria(100.0),Chloroflexi.ph(99.0),Thermomicrobia(75.6),Sphaerobacterales(58.6),Sphaerobacteraceae(46.0),Sphaerobacter(45.4)
OTU_709,Bacteria(100.0),Proteobacteria(75.7),Deltaproteobacteria(50.5),Desulfovibrionales(50.5),Desulfomicrobiaceae(41.6),Desulfomicrobium(41.6)
OTU_712,Bacteria(100.0),Bacteroidetes(99.9),Sphingobacteria(87.6),Sphingobacteriales(77.1),Rhodothermaceae(58.3),Rhodothermus(46.1)
OTU_711,Bacteria(100.0),Firmicutes(43.9),Erysipelotrichia(29.5),Erysipelotrichales(29.5),Erysipelotrichaceae(29.5),Bulleidia(29.5)
OTU_708,Bacteria(100.0),Firmicutes(100.0),Clostridia(95.4),Clostridiales(95.4),Gracilibacteraceae(91.5),Gracilibacter(77.6)
OTU_717,Bacteria(100.0),Actinobacteria(100.0),Actinobacteria(98.0),Solirubrobacterales(98.0),Conexibacteraceae(92.4),Conexibacter(79.9)
OTU_714,Bacteria(100.0),Proteobacteria(99.0),Deltaproteobacteria(73.9),Syntrophobacterales(57.7),Syntrophaceae(45.2),Syntrophus(44.4)
OTU_716,Bacteria(100.0),Proteobacteria(100.0),Gammaproteobacteria(91.3),Oceanospirillales(67.7),Oceanospirillaceae(55.0),Reinekea(48.5)
OTU_720,Bacteria(100.0),Verrucomicrobia(96.6),Verrucomicrobiae(62.5),Verrucomicrobiales(53.7),Verrucomicrobiaceae(42.6),Haloferula(42.6)
OTU_719,Bacteria(100.0),Firmicutes(99.7),Clostridia(84.9),Clostridiales(68.8),Clostridiales_Incertae_Sedis_III(49.1),Caldicellulosiruptor(46.5)
OTU_718,Bacteria(100.0),Firmicutes(100.0),Clostridia(97.6),Clostridiales(97.6),Gracilibacteraceae(96.5),Lutispora(90.1)
OTU_715,Bacteria(100.0),Proteobacteria(100.0),Deltaproteobacteria(95.0),Myxococcales(94.0),Haliangiaceae(79.7),Haliangium(60.6)
OTU_721,Bacteria(100.0),Proteobacteria(100.0),Alphaproteobacteria(98.9),Rhizobiales(98.9),Rhizobiaceae(98.9),Rhizobium(98.9)
OTU_726,Bacteria(100.0),Thermodesulfobacteria(42.6),Thermodesulfobacteria(29.1),Thermodesulfobacteriales(29.1),Thermodesulfobacteriaceae(29.1),Caldimicrobium(29.1)
OTU_727,Bacteria(100.0),Bacteroidetes(100.0),Sphingobacteria(93.4),Sphingobacteriales(92.8),Chitinophagaceae(79.7),Terrimonas(51.2)
OTU_722,Bacteria(100.0),Proteobacteria(53.9),Gammaproteobacteria(32.9),Xanthomonadales(32.9),Xanthomonadaceae(32.9),Dokdonella(32.9)
OTU_723,Bacteria(100.0),Firmicutes(81.5),Clostridia(54.9),Clostridiales(52.1),Peptococcaceae_2(41.9),Desulfotomaculum(41.9)
OTU_729,Bacteria(100.0),Firmicutes(100.0),Negativicutes(98.9),Selenomonadales(98.9),Veillonellaceae(98.7),Desulfosporomusa(89.1)
OTU_725,Bacteria(100.0),Firmicutes(100.0),Bacilli(92.9),Bacillales(91.9),Paenibacillaceae_1(88.5),Paenibacillus(67.8)
OTU_724,Bacteria(100.0),Proteobacteria(87.5),Gammaproteobacteria(62.5),Xanthomonadales(52.9),Xanthomonadaceae(42.3),Dokdonella(42.3)
OTU_734,Bacteria(100.0),Proteobacteria(100.0),Alphaproteobacteria(97.4),Rhizobiales(96.8),Beijerinckiaceae(88.5),Methylocella(69.2)
OTU_736,Bacteria(100.0),Planctomycetes(100.0),Planctomycetacia(92.6),Planctomycetales(91.4),Planctomycetaceae(89.4),Blastopirellula(70.9)
OTU_741,Bacteria(100.0),Planctomycetes(99.7),Planctomycetacia(84.2),Planctomycetales(67.7),Planctomycetaceae(56.5),Blastopirellula(48.9)
OTU_731,Bacteria(100.0),Chloroflexi.ph(43.9),Anaerolineae(29.5),Anaerolineales(29.5),Anaerolineaceae(29.5),Anaerolinea(29.5)
OTU_728,Bacteria(100.0),Proteobacteria(99.9),Deltaproteobacteria(86.3),Syntrophobacterales(64.4),Syntrophaceae(51.6),Desulfomonile(47.1)
OTU_733,Bacteria(100.0),Firmicutes(100.0),Negativicutes(96.9),Selenomonadales(96.9),Veillonellaceae(94.6),Dendrosporobacter(74.2)
OTU_730,Bacteria(100.0),Firmicutes(63.0),Clostridia(36.0),Clostridiales(36.0),Syntrophomonadaceae(36.0),Syntrophothermus(36.0)
OTU_735,Bacteria(100.0),Verrucomicrobia(68.9),Opitutae(36.0),Opitutales(36.0),Opitutaceae(36.0),Alterococcus(36.0)
OTU_732,Bacteria(100.0),Actinobacteria(99.9),Actinobacteria(88.8),Actinomycetales(61.3),Pseudonocardiaceae(48.1),Amycolatopsis(45.8)
OTU_739,Bacteria(100.0),Bacteroidetes(36.5),Sphingobacteria(27.5),Sphingobacteriales(27.5),Flammeovirgaceae(27.5),Sediminitomix(27.5)
OTU_740,Bacteria(100.0),Proteobacteria(44.6),Gammaproteobacteria(29.1),Chromatiales(29.1),Halothiobacillaceae(29.1),Thioalkalibacter(29.1)
OTU_742,Bacteria(100.0),Proteobacteria(100.0),Deltaproteobacteria(92.6),Myxococcales(90.5),Phaselicystidaceae(64.6),Phaselicystis(51.7)
OTU_747,Bacteria(100.0),Planctomycetes(99.3),Planctomycetacia(77.5),Planctomycetales(62.2),Planctomycetaceae(48.1),Blastopirellula(46.1)
OTU_745,Bacteria(100.0),Proteobacteria(100.0),Alphaproteobacteria(99.2),Rhizobiales(99.2),Hyphomicrobiaceae(98.7),Rhodomicrobium(98.7)
OTU_744,Bacteria(100.0),Firmicutes(100.0),Negativicutes(94.5),Selenomonadales(94.2),Veillonellaceae(89.4),Sporomusa(61.9)
OTU_738,Bacteria(100.0),Proteobacteria(99.5),Deltaproteobacteria(80.9),Syntrophobacterales(62.2),Syntrophaceae(48.1),Desulfomonile(45.5)
OTU_743,Bacteria(100.0),Firmicutes(100.0),Bacilli(89.2),Bacillales(84.9),Paenibacillaceae_1(63.0),Paenibacillus(51.2)
OTU_737,Bacteria(100.0),Firmicutes(87.5),Clostridia(64.6),Thermoanaerobacterales(53.7),Thermoanaerobacteraceae(43.1),Caldanaerobius(43.1)
OTU_756,Bacteria(100.0),Planctomycetes(99.9),Planctomycetacia(87.2),Planctomycetales(76.0),Planctomycetaceae(66.1),Gemmata(46.5)
OTU_746,Bacteria(100.0),Chloroflexi.ph(93.1),Thermomicrobia(66.1),Sphaerobacterales(55.0),Sphaerobacteraceae(43.6),Sphaerobacter(43.6)
OTU_752,Bacteria(100.0),Firmicutes(100.0),Clostridia(97.3),Clostridiales(97.3),Clostridiaceae_1(97.2),Anaerosporobacter(95.0)
OTU_749,Bacteria(100.0),Firmicutes(100.0),Bacilli(97.9),Bacillales(97.9),Bacillaceae_1(96.4),Bacillus(83.4)
OTU_750,Bacteria(100.0),Actinobacteria(100.0),Actinobacteria(95.2),Acidimicrobiales(85.8),Acidimicrobineae_incertae_sedis(69.0),Aciditerrimonas(54.0)
OTU_748,Bacteria(100.0),Chloroflexi.ph(75.7),Chloroflexi.cl(45.8),Chloroflexales(45.8),Chloroflexaceae(41.3),Chloroflexus(41.3)
OTU_753,Bacteria(100.0),Proteobacteria(100.0),Deltaproteobacteria(99.8),Myxococcales(99.6),Polyangiaceae(99.1),Sorangium(99.1)
OTU_751,Bacteria(100.0),Firmicutes(100.0),Bacilli(98.0),Bacillales(98.0),Paenibacillaceae_2(91.5),Aneurinibacillus(77.6)
OTU_758,Bacteria(100.0),Proteobacteria(100.0),Deltaproteobacteria(96.4),Myxococcales(96.4),Kofleriaceae(79.7),Kofleria(60.6)
OTU_754,Bacteria(100.0),Proteobacteria(59.8),Deltaproteobacteria(34.5),Syntrophobacterales(34.5),Syntrophaceae(34.5),Desulfomonile(34.5)
OTU_759,Bacteria(100.0),Proteobacteria(100.0),Alphaproteobacteria(95.4),Rhodospirillales(95.4),Rhodospirillaceae(88.5),Skermanella(58.7)
OTU_760,Bacteria(100.0),Actinobacteria(99.6),Actinobacteria(82.2),Acidimicrobiales(55.8),Acidimicrobiaceae(44.1),Ferrimicrobium(44.1)
OTU_765,Bacteria(100.0),Proteobacteria(100.0),Alphaproteobacteria(98.7),Rhodospirillales(98.7),Acetobacteraceae(97.5),Acidisoma(81.1)
OTU_761,Bacteria(100.0),Firmicutes(99.9),Clostridia(87.6),Clostridiales(78.5),Clostridiales_Incertae_Sedis_XVIII(69.0),Symbiobacterium(54.0)
OTU_755,Bacteria(100.0),Firmicutes(99.0),Clostridia(64.6),Clostridiales(54.4),Gracilibacteraceae(42.6),Gracilibacter(42.6)
OTU_762,Bacteria(100.0),Firmicutes(100.0),Bacilli(93.2),Bacillales(91.9),Alicyclobacillaceae(85.3),Tumebacillus(60.6)
OTU_757,Bacteria(100.0),Firmicutes(97.6),Clostridia(69.5),Clostridiales(57.7),Clostridiaceae_1(43.6),Thermobrachium(43.6)
OTU_763,Bacteria(100.0),Proteobacteria(99.9),Alphaproteobacteria(83.2),Rhizobiales(62.2),Rhizobiaceae(47.4),Ensifer(45.5)
OTU_764,Bacteria(100.0),Firmicutes(99.5),Clostridia(75.6),Clostridiales(61.3),Clostridiales_Incertae_Sedis_III(47.4),Caldicellulosiruptor(45.5)
OTU_766,Bacteria(100.0),Proteobacteria(99.4),Deltaproteobacteria(79.2),Bdellovibrionales(63.2),Bdellovibrionaceae(49.1),Vampirovibrio(46.5)
OTU_768,Bacteria(100.0),Verrucomicrobia(78.7),Verrucomicrobiae(50.5),Verrucomicrobiales(50.5),Verrucomicrobiaceae(41.6),Verrucomicrobium(41.6)
OTU_767,Bacteria(100.0),Actinobacteria(99.6),Actinobacteria(82.2),Actinomycetales(55.8),Micromonosporaceae(44.1),Actinoplanes(44.1)
OTU_771,Bacteria(100.0),Bacteroidetes(99.8),Sphingobacteria(82.2),Sphingobacteriales(65.5),Cytophagaceae(48.1),Cytophaga(44.9)
OTU_772,Bacteria(100.0),Proteobacteria(100.0),Alphaproteobacteria(98.7),Rhodospirillales(98.7),Acetobacteraceae(96.7),Belnapia(75.9)
OTU_773,Bacteria(100.0),Proteobacteria(99.5),Deltaproteobacteria(80.9),Myxococcales(62.2),Polyangiaceae(47.4),Chondromyces(45.8)
OTU_776,Bacteria(100.0),Bacteroidetes(100.0),Sphingobacteria(99.2),Sphingobacteriales(99.2),Chitinophagaceae(99.2),Terrimonas(88.0)
OTU_770,Bacteria(100.0),Proteobacteria(99.9),Deltaproteobacteria(90.6),Myxococcales(87.4),Haliangiaceae(63.0),Haliangium(51.2)
OTU_777,Bacteria(100.0),Proteobacteria(100.0),Alphaproteobacteria(96.9),Rhizobiales(96.9),Hyphomicrobiaceae(92.4),Rhodoplanes(79.9)
OTU_774,Bacteria(100.0),Chloroflexi.ph(78.7),Anaerolineae(54.9),Anaerolineales(51.3),Anaerolineaceae(41.9),Bellilinea(41.9)
OTU_785,Bacteria(100.0),Planctomycetes(99.2),Planctomycetacia(75.6),Planctomycetales(61.3),Planctomycetaceae(48.1),Blastopirellula(44.2)
OTU_769,Bacteria(100.0),Proteobacteria(100.0),Betaproteobacteria(94.5),Burkholderiales(82.5),Burkholderiaceae(74.2),Burkholderia(57.5)
OTU_775,Bacteria(100.0),Bacteroidetes(66.0),Bacteroidia(38.4),Bacteroidales(38.4),Bacteroidaceae(38.4),Acetomicrobium(38.4)
OTU_780,Bacteria(100.0),Firmicutes(96.6),Clostridia(68.4),Thermoanaerobacterales(52.1),Thermoanaerobacteraceae(41.9),Thermacetogenium(41.9)
OTU_782,Bacteria(100.0),Proteobacteria(100.0),Deltaproteobacteria(96.6),Myxococcales(96.6),Phaselicystidaceae(88.5),Phaselicystis(69.2)
OTU_783,Bacteria(100.0),Firmicutes(99.2),Clostridia(75.6),Clostridiales(57.7),Clostridiales_Incertae_Sedis_III(45.2),Thermovenabulum(44.9)
OTU_786,Bacteria(100.0),Planctomycetes(100.0),Planctomycetacia(95.6),Planctomycetales(95.6),Planctomycetaceae(94.9),Gemmata(54.9)
OTU_784,Bacteria(100.0),Firmicutes(99.2),Bacilli(71.0),Bacillales(52.9),Bacillaceae_2(42.6),Aquisalibacillus(42.6)
OTU_778,Bacteria(100.0),Actinobacteria(100.0),Actinobacteria(96.5),Actinomycetales(87.4),Micromonosporaceae(81.2),Luedemannella(60.6)
OTU_781,Bacteria(100.0),Proteobacteria(100.0),Betaproteobacteria(99.6),Burkholderiales(99.5),Alcaligenaceae(99.5),Achromobacter(95.0)
OTU_788,Bacteria(100.0),Planctomycetes(99.6),Planctomycetacia(82.2),Planctomycetales(65.5),Planctomycetaceae(53.2),Blastopirellula(45.1)
OTU_787,Bacteria(100.0),Proteobacteria(36.8),Gammaproteobacteria(27.8),Thiotrichales(27.8),Francisellaceae(27.8),Francisella(27.8)
OTU_779,Bacteria(100.0),Firmicutes(51.0),Clostridia(31.9),Clostridiales(31.9),Eubacteriaceae(31.9),Pseudoramibacter(31.9)
OTU_793,Bacteria(100.0),Tenericutes(56.9),Mollicutes(33.6),Acholeplasmatales(33.6),Acholeplasmataceae(33.6),Acholeplasma(33.6)
OTU_790,Bacteria(100.0),Firmicutes(43.9),Bacilli(29.5),Bacillales(29.5),Thermoactinomycetaceae_1(29.5),Laceyella(29.5)
OTU_792,Bacteria(100.0),Proteobacteria(43.9),Betaproteobacteria(30.0),Neisseriales(30.0),Neisseriaceae(30.0),Aquaspirillum(30.0)
OTU_795,Bacteria(100.0),Bacteroidetes(36.5),Flavobacteria(27.5),Flavobacteriales(27.5),Flavobacteriaceae(27.5),Tenacibaculum(27.5)
OTU_791,Bacteria(100.0),Proteobacteria(100.0),Alphaproteobacteria(96.0),Sphingomonadales(91.9),Sphingomonadaceae(90.8),Sphingobium(66.6)
OTU_789,Bacteria(100.0),Proteobacteria(99.9),Deltaproteobacteria(89.6),Syntrophobacterales(77.1),Syntrophaceae(67.7),Desulfomonile(54.0)
OTU_801,Bacteria(100.0),Planctomycetes(99.6),Planctomycetacia(82.2),Planctomycetales(65.5),Planctomycetaceae(53.2),Planctomyces(45.8)
OTU_796,Bacteria(100.0),Proteobacteria(100.0),Betaproteobacteria(97.1),Burkholderiales(93.6),Burkholderiales_incertae_sedis(91.9),Thiobacter(78.6)
OTU_794,Bacteria(100.0),Firmicutes(99.9),Clostridia(87.6),Clostridiales(77.1),Gracilibacteraceae(55.0),Gracilibacter(48.5)
OTU_797,Bacteria(100.0),Chloroflexi.ph(93.1),Thermomicrobia(66.1),Sphaerobacterales(53.7),Sphaerobacteraceae(42.6),Sphaerobacter(42.6)
OTU_800,Bacteria(100.0),Proteobacteria(99.9),Alphaproteobacteria(77.5),Rhodospirillales(62.2),Rhodospirillaceae(48.1),Skermanella(45.4)
OTU_798,Bacteria(100.0),Proteobacteria(100.0),Alphaproteobacteria(95.2),Rhizobiales(91.4),Rhizobiaceae(74.2),Kaistia(57.5)
OTU_803,Bacteria(100.0),Planctomycetes(99.9),Planctomycetacia(88.5),Planctomycetales(82.5),Planctomycetaceae(74.2),Zavarzinella(45.1)
OTU_799,Bacteria(100.0),Proteobacteria(48.3),Deltaproteobacteria(31.1),Syntrophobacterales(31.1),Syntrophaceae(31.1),Desulfomonile(31.1)
OTU_805,Bacteria(100.0),Proteobacteria(100.0),Gammaproteobacteria(99.5),Xanthomonadales(99.1),Xanthomonadaceae(98.6),Arenimonas(95.9)
OTU_807,Bacteria(100.0),Proteobacteria(100.0),Alphaproteobacteria(98.9),Rhodospirillales(98.9),Acetobacteraceae(97.4),Roseomonas(85.8)
OTU_809,Bacteria(100.0),Bacteroidetes(100.0),Sphingobacteria(88.5),Sphingobacteriales(81.2),Chitinophagaceae(72.5),Chitinophaga(49.5)
OTU_806,Bacteria(100.0),Firmicutes(96.6),Clostridia(68.4),Clostridiales(56.8),Gracilibacteraceae(44.1),Gracilibacter(44.1)
OTU_811,Bacteria(100.0),Verrucomicrobia(99.6),Verrucomicrobiae(69.5),Verrucomicrobiales(57.7),Verrucomicrobiaceae(45.2),Prosthecobacter(44.2)
OTU_802,Bacteria(100.0),Proteobacteria(100.0),Deltaproteobacteria(91.7),Myxococcales(87.4),Polyangiaceae(66.1),Chondromyces(52.3)
OTU_804,Bacteria(100.0),Firmicutes(68.9),Bacilli(41.7),Bacillales(41.7),Bacillales_incertae_sedis(41.0),Calditerricola(41.0)
OTU_810,Bacteria(100.0),Verrucomicrobia(99.3),Verrucomicrobiae(68.4),Verrucomicrobiales(56.8),Verrucomicrobiaceae(44.7),Verrucomicrobium(44.2)
OTU_816,Bacteria(100.0),Proteobacteria(100.0),Alphaproteobacteria(96.0),Rhizobiales(94.2),Beijerinckiaceae(81.2),Methylocapsa(61.9)
OTU_821,Bacteria(100.0),Planctomycetes(99.9),Planctomycetacia(88.8),Planctomycetales(83.9),Planctomycetaceae(74.2),Gemmata(45.8)
OTU_812,Bacteria(100.0),Nitrospira.ph(43.9),Nitrospira.cl(29.5),Nitrospirales(29.5),Nitrospiraceae(29.5),Thermodesulfovibrio(29.5)
OTU_808,Bacteria(100.0),Proteobacteria(97.6),Alphaproteobacteria(68.4),Rhodospirillales(56.8),Rhodospirillaceae(44.7),Azospirillum(44.7)
OTU_814,Bacteria(100.0),Verrucomicrobia(63.0),Verrucomicrobiae(34.5),Verrucomicrobiales(34.5),Verrucomicrobiaceae(34.5),Prosthecobacter(34.5)
OTU_815,Bacteria(100.0),Proteobacteria(43.3),Gammaproteobacteria(29.1),Methylococcales(29.1),Methylococcaceae(29.1),Methylothermus(29.1)
OTU_813,Bacteria(100.0),Firmicutes(78.7),Clostridia(45.8),Thermoanaerobacterales(45.8),Thermoanaerobacteraceae(41.3),Caldanaerobius(41.3)
OTU_820,Bacteria(100.0),Proteobacteria(100.0),Alphaproteobacteria(100.0),Rhodospirillales(99.5),Acetobacteraceae(99.4),Belnapia(90.8)
OTU_819,Bacteria(100.0),Firmicutes(100.0),Clostridia(97.2),Clostridiales(97.2),Ruminococcaceae(95.9),Acetivibrio(84.7)
OTU_818,Bacteria(100.0),Firmicutes(100.0),Bacilli(94.7),Bacillales(94.0),Paenibacillaceae_1(83.8),Paenibacillus(63.1)
OTU_817,Bacteria(100.0),Verrucomicrobia(68.9),Opitutae(33.6),Opitutales(33.6),Opitutaceae(33.6),Alterococcus(33.6)
OTU_825,Bacteria(100.0),Proteobacteria(100.0),Deltaproteobacteria(99.9),Bdellovibrionales(99.4),Bacteriovoracaceae(99.4),Bacteriovorax(96.6)
OTU_824,Bacteria(100.0),Planctomycetes(99.6),Planctomycetacia(82.2),Planctomycetales(65.5),Planctomycetaceae(51.6),Planctomyces(44.2)
OTU_822,Bacteria(100.0),Actinobacteria(46.0),Actinobacteria(30.4),Actinomycetales(30.4),Acidothermaceae(30.4),Acidothermus(30.4)
OTU_829,Bacteria(100.0),Planctomycetes(100.0),Planctomycetacia(96.4),Planctomycetales(96.4),Planctomycetaceae(95.9),Gemmata(66.6)
OTU_823,Bacteria(100.0),Firmicutes(98.3),Bacilli(71.0),Bacillales(58.6),Bacillaceae_1(43.1),Bacillus(43.1)
OTU_828,Bacteria(100.0),Actinobacteria(98.7),Actinobacteria(72.4),Actinomycetales(51.3),Micromonosporaceae(41.6),Salinispora(41.6)
OTU_827,Bacteria(100.0),Synergistetes(56.9),Synergistia(33.6),Synergistales(33.6),Synergistaceae(33.6),Pyramidobacter(33.6)
OTU_826,Bacteria(100.0),Firmicutes(100.0),Bacilli(92.4),Bacillales(91.0),Paenibacillaceae_1(85.3),Paenibacillus(63.1)
OTU_837,Bacteria(100.0),Planctomycetes(100.0),Planctomycetacia(98.9),Planctomycetales(98.9),Planctomycetaceae(98.9),Singulisphaera(89.1)
OTU_830,Bacteria(100.0),Firmicutes(99.8),Negativicutes(75.6),Selenomonadales(61.3),Veillonellaceae(48.1),Anaerospora(45.1)
OTU_831,Bacteria(100.0),Firmicutes(99.5),Clostridia(80.9),Clostridiales(63.2),Clostridiales_Incertae_Sedis_III(50.2),Caldicellulosiruptor(46.5)
OTU_832,Bacteria(100.0),Proteobacteria(99.9),Gammaproteobacteria(88.2),Chromatiales(68.8),Chromatiaceae(58.3),Nitrosococcus(49.5)
OTU_833,Bacteria(100.0),Actinobacteria(99.3),Actinobacteria(77.5),Solirubrobacterales(58.6),Conexibacteraceae(46.0),Conexibacter(45.1)
OTU_834,Bacteria(100.0),Firmicutes(87.5),Clostridia(64.6),Clostridiales(54.4),Gracilibacteraceae(42.6),Lutispora(42.6)
OTU_839,Bacteria(100.0),Proteobacteria(36.5),Epsilonproteobacteria(27.6),Campylobacterales(27.6),Helicobacteraceae(27.6),Wolinella(27.6)
OTU_835,Bacteria(100.0),Firmicutes(87.5),Clostridia(64.6),Clostridiales(53.7),Clostridiales_Incertae_Sedis_XVII(43.1),Thermaerobacter(43.1)
OTU_838,Bacteria(100.0),Proteobacteria(100.0),Alphaproteobacteria(99.0),Caulobacterales(98.9),Caulobacteraceae(98.3),Phenylobacterium(93.2)
OTU_840,Bacteria(100.0),Firmicutes(96.6),Clostridia(67.3),Clostridiales(55.8),Clostridiales_Incertae_Sedis_III(44.1),Caldicellulosiruptor(44.1)
OTU_841,Bacteria(100.0),Bacteroidetes(43.9),Sphingobacteria(29.5),Sphingobacteriales(29.5),Rhodothermaceae(29.5),Rhodothermus(29.5)
OTU_843,Bacteria(100.0),Gemmatimonadetes(99.6),Gemmatimonadetes(82.2),Gemmatimonadales(65.5),Gemmatimonadaceae(51.6),Gemmatimonas(47.9)
OTU_836,Bacteria(100.0),Proteobacteria(44.6),Gammaproteobacteria(30.0),Oceanospirillales(30.0),Oceanospirillales_incertae_sedis(30.0),Salicola(30.0)
OTU_842,Bacteria(100.0),Firmicutes(84.2),Negativicutes(62.5),Selenomonadales(53.7),Veillonellaceae(42.6),Sporolituus(42.6)
OTU_847,Bacteria(100.0),Proteobacteria(100.0),Deltaproteobacteria(97.1),Myxococcales(95.6),Polyangiaceae(79.7),Chondromyces(60.6)
OTU_845,Bacteria(100.0),Proteobacteria(99.0),Alphaproteobacteria(73.9),Rhodospirillales(60.3),Rhodospirillaceae(47.4),Dongia(45.5)
OTU_844,Bacteria(100.0),Actinobacteria(90.6),Actinobacteria(64.6),Solirubrobacterales(54.4),Conexibacteraceae(43.1),Conexibacter(43.1)
OTU_848,Bacteria(100.0),Planctomycetes(44.6),Planctomycetacia(30.0),Planctomycetales(30.0),Planctomycetaceae(30.0),Planctomyces(30.0)
OTU_846,Bacteria(100.0),Tenericutes(48.3),Mollicutes(31.1),Acholeplasmatales(31.1),Acholeplasmataceae(31.1),Acholeplasma(31.1)
OTU_849,Bacteria(100.0),Proteobacteria(100.0),Alphaproteobacteria(99.6),Rhizobiales(99.6),Hyphomicrobiaceae(99.5),Devosia(99.5)
OTU_850,Bacteria(100.0),Bacteroidetes(100.0),Sphingobacteria(95.2),Sphingobacteriales(95.2),Cytophagaceae(86.4),Cytophaga(57.5)
OTU_853,Bacteria(100.0),Verrucomicrobia(87.5),Verrucomicrobiae(64.6),Verrucomicrobiales(54.4),Verrucomicrobiaceae(41.9),Prosthecobacter(41.9)
OTU_854,Bacteria(100.0),Firmicutes(51.0),Clostridia(31.9),Clostridiales(31.9),Clostridiales_Incertae_Sedis_XVII(31.9),Thermaerobacter(31.9)
OTU_851,Bacteria(100.0),Proteobacteria(93.1),Gammaproteobacteria(54.9),Chromatiales(51.3),Chromatiaceae(41.6),Thiodictyon(41.6)
OTU_855,Bacteria(100.0),Firmicutes(42.6),Clostridia(28.7),Clostridiales(28.7),Eubacteriaceae(28.7),Acetobacterium(28.7)
OTU_859,Bacteria(100.0),Planctomycetes(99.8),Planctomycetacia(86.3),Planctomycetales(72.4),Planctomycetaceae(61.6),Zavarzinella(44.7)
OTU_852,Bacteria(100.0),Firmicutes(42.6),Clostridia(28.7),Clostridiales(28.7),Ruminococcaceae(28.7),Ruminococcus(28.7)
