"ET","Block","Treatment","Brich","Frich","FBrich","Bpos","Fpos","FBpos","Bneg","Fneg","FBneg","Blinks","Flinks","FBlinks","ALLlinks","pos.Blinks","pos.Flinks","pos.FBlinks","pos.ALLlinks","neg.Blinks","neg.Flinks","neg.FBlinks","neg.ALLlinks","Bcon","Fcon","FBcon","ALLcon","pos.Bcon","pos.Fcon","pos.FBcon","pos.ALLcon","neg.Bcon","neg.Fcon","neg.FBcon","neg.ALLcon","d.Bpos","d.Bneg","d.Bcon","d.pos.Bcon","d.neg.Bcon","d.Fpos","d.Fneg","d.Fcon","d.pos.Fcon","d.neg.Fcon","d.FBpos","d.FBneg","d.FBcon","d.pos.FBcon","d.neg.FBcon","d.ALLcon","d.pos.ALLcon","d.neg.ALLcon"
"ET37","g","I",200,22,-1.42239550103704,66,11,-1.20081456389673,53,8,-1.29831803656837,949,13,77.5,1039.5,108,7,28,143,50,7,14,71,4.745,0.590909090909091,0.349099099099099,4.68243243243243,0.54,0.318181818181818,0.126126126126126,0.644144144144144,0.25,0.318181818181818,0.0630630630630631,0.31981981981982,188.262451474136,87.4317043603834,8.09781928123667,0.855794469280431,0.0970966451237051,30.2977055828108,14.2077477045022,1.17098713624942,0.984354162548626,0.274161416460564,0.377093639755922,-0.494341885380625,0.619590996856844,0.204590017999081,0.0268839953268028,8.08066822951679,1.12871557881355,0.113498680271339
"ET38","g","II",356,52,-0.565226088826934,94,20,-0.72042993454249,93,18,0.381460353721841,2152,107,240.5,2499.5,118,19,18,155,138,14,24,176,6.04494382022472,2.05769230769231,0.589460784313726,6.12622549019608,0.331460674157303,0.365384615384615,0.0441176470588235,0.379901960784314,0.387640449438202,0.269230769230769,0.0588235294117647,0.431372549019608,165.863597151217,113.238316028759,8.01566869317231,0.517078795251107,0.29776669862253,24.2292212651553,19.3604694344588,2.18482029160083,0.511380740828877,0.259583403731213,-0.35485236462852,1.54571455587083,0.647776652196869,0.0620592698612093,0.0383447641369333,8.13076516808924,0.581393388415302,0.335437551884815
"ET39","g","III",773,69,0.517623253401108,197,31,0.243472963902582,140,13,0.668804098490847,7697,135,566.5,8398.5,429,45,63,537,269,3,13,285,9.95730918499353,1.95652173913043,0.672802850356295,9.97446555819477,0.554980595084088,0.652173913043478,0.0748218527315914,0.637767220902613,0.347994825355757,0.0434782608695652,0.0154394299287411,0.338479809976247,134.143582711109,122.298297219226,8.23358938962991,0.392627323909792,0.42660405462521,26.6904134851505,11.6136784147676,1.82697802156094,0.50340351443163,0.0533089492289706,-0.509907974232106,0.614062958088515,0.613156919492437,0.0567109298957196,0.0334189472093441,8.22178018654525,0.454379263441758,0.424564819911821
"ET40","g","IV",825,66,0.554746581760806,248,27,0.377518700009953,113,11,0.0131853479198474,8753,125,578,9456,667,45,59,771,175,5,29,209,10.609696969697,1.89393939393939,0.648709315375982,10.6127946127946,0.808484848484848,0.681818181818182,0.0662177328843996,0.865319865319865,0.212121212121212,0.0757575757575758,0.0325476992143659,0.234567901234568,168.34396460347,90.5671677753511,8.42527903823699,0.602739461248343,0.311740309410873,24.1972619169161,10.0984062417719,1.80969068251308,0.585065405098588,0.0821509604948115,-0.303704901861746,-0.721289215869295,0.610748239038738,0.0537976684286534,0.0550386033145338,8.38900849190595,0.664062200216564,0.334191373361811
"ET41","g","V",508,81,0.265551606144266,182,34,0.270302656236085,92,13,-0.138765768910308,4088,189,453,4730,450,97,111,658,140,5,18,163,8.04724409448819,2.33333333333333,0.769100169779287,8.03056027164686,0.885826771653543,1.19753086419753,0.188455008488964,1.11714770797963,0.275590551181102,0.0617283950617284,0.0305602716468591,0.276740237691002,204.757021144272,98.4088607312795,8.67131287730795,0.944606399642428,0.247130260732191,23.6630197580884,9.67476710675028,2.02260959119112,0.840689978016664,0.0853082979098128,-0.0137820347029733,-0.773025063487884,0.622320836523003,0.147885356363878,0.0253664195671709,8.67702361568199,1.04417540617344,0.28794812435275
"ET42","g","VI",751,137,1.77801388279558,267,66,1.89860125108108,117,25,1.49000773797489,7556,377,1004.5,8937.5,785,273,270,1328,216,16,33,265,10.0612516644474,2.75182481751825,1.13119369369369,10.0647522522523,1.04527296937417,1.99270072992701,0.304054054054054,1.4954954954955,0.287616511318242,0.116788321167883,0.0371621621621622,0.298423423423423,211.251113448957,101.299928907019,8.53244261897071,0.901277901149268,0.357336950271454,27.5351823651315,12.6265143360027,1.59559429403667,0.664864235090719,0.204531224963136,0.247901127991778,0.132731556493011,0.588019279362998,0.150767161838433,0.0569393830218091,8.54492571138831,0.927032706324463,0.498161550814504
"ET43","h","I",156,67,-0.641812905553787,43,27,-0.745475659339564,46,15,-0.711326191678564,706,131,148,985,85,10,44,139,79,10,15,104,4.52564102564103,1.95522388059702,0.663677130044843,4.41704035874439,0.544871794871795,0.149253731343284,0.197309417040359,0.623318385650224,0.506410256410256,0.149253731343284,0.0672645739910314,0.466367713004484,179.47751294983,84.4349677359697,8.26828180665155,0.897382670051018,0.335729320901478,23.6949791063276,13.9368302994372,1.85587683378964,0.0351617473262715,0.156792883954576,-0.300673347089824,-0.657804141337949,0.613983445595943,0.186476006646023,0.0296265820731458,8.23524618417207,0.873172219825139,0.324554378076763
"ET44","h","II",313,29,-1.08319456151323,81,11,-1.11864424491993,97,9,-0.457365308038388,2024,33,116,2173,53,7,18,78,267,3,15,285,6.46645367412141,1.13793103448276,0.339181286549708,6.35380116959064,0.169329073482428,0.241379310344828,0.0526315789473684,0.228070175438596,0.853035143769968,0.103448275862069,0.043859649122807,0.833333333333333,166.755589047919,121.15059614581,8.81814046730253,0.390829136704597,0.745787848245278,26.7817259086912,14.0767161081587,1.61232073215566,0.786177203629708,0.0674482492592113,-0.115468272979203,0.702837606847488,0.560694903587686,0.116564128315845,0.0182350584781368,8.73509520457296,0.594263980369174,0.680618132755897
"ET45","h","III",636,86,0.593763877467728,162,31,0.0517422196233965,126,21,1.23870568779691,5659,172,577.5,6408.5,329,46,40,415,230,11,33,274,8.89779874213836,2,0.799861495844875,8.87603878116344,0.517295597484277,0.534883720930233,0.0554016620498615,0.574792243767313,0.361635220125786,0.127906976744186,0.0457063711911357,0.379501385041551,143.404115033159,120.763003638665,8.38784134379785,0.469263862858493,0.384891527880462,18.1516057051458,16.8668873950764,1.61378458095249,0.0913467982622741,0.157215718962553,-1.08181372299524,1.52651887687713,0.618424515454564,0.00419970487632257,0.0523053388614617,8.36909552094271,0.384963516951944,0.446190716486792
"ET46","h","IV",848,50,0.29057235229221,247,20,0.117707319020808,126,10,0.131221836928735,9047,76,463,9586,632,23,57,712,210,6,21,237,10.6686320754717,1.52,0.515590200445434,10.6748329621381,0.745283018867924,0.46,0.0634743875278396,0.792873051224944,0.247641509433962,0.12,0.0233853006681514,0.263919821826281,159.913364286629,101.474552829022,8.28044381458448,0.520344964911596,0.35655343296333,25.2337868863323,11.6836213191284,1.67732465467065,0.640674540039098,0.10806109875233,-0.283699801988112,-0.0266613013047577,0.591523728307456,0.0827651544823126,0.0470566523171672,8.23529888852111,0.670045936822572,0.343281417169015
"ET47","h","V",899,50,0.383247703603099,270,18,0.171035133911694,123,10,0.0807487202161629,9924,112,470,10506,811,36,51,898,209,2,16,227,11.0389321468298,2.24,0.495258166491043,11.0706006322445,0.902113459399333,0.72,0.053740779768177,0.946259220231823,0.232480533926585,0.04,0.0168598524762908,0.239199157007376,166.436815757983,93.8344066436832,8.19890532938655,0.634617753151222,0.361998289552695,23.2337868863323,11.6836213191284,2.39732465467065,0.900674540039098,0.0280610987523304,-0.351439974482039,-0.245348659643868,0.571544206608935,0.0727589166209711,0.0451192554618613,8.1705045997655,0.788593893911393,0.337102629540716
"ET48","h","VI",799,79,0.756100133273434,269,48,1.25555722574954,104,13,0.0631266979399809,7834,159,671,8664,768,187,214,1169,180,7,21,208,9.80475594493116,2.0126582278481,0.764236902050114,9.86788154897494,0.961201501877347,2.36708860759494,0.24373576309795,1.33143507972665,0.225281602002503,0.0886075949367089,0.0239179954441913,0.236902050113895,197.74377365729,83.9327324972884,7.85068708151937,0.777152172671946,0.31439576528206,38.6675853792654,9.99791899141983,1.73213115646801,2.04492613600891,0.10989596203668,1.0389297923361,-0.977100402245166,0.633685915764278,0.205589738466862,0.0447919403148702,7.88542709701486,1.07144777697592,0.350329719149017
"ET49","h","I",228,46,-0.912561422384524,67,23,-0.759336497390422,65,11,-0.794384519481307,1106,68,143,1317,89,23,32,144,79,9,17,105,4.85087719298246,1.47826086956522,0.521897810218978,4.80656934306569,0.390350877192982,0.5,0.116788321167883,0.525547445255474,0.346491228070175,0.195652173913043,0.062043795620438,0.383211678832117,180.21650326233,96.884173121374,7.95562824709032,0.682780360901455,0.204900879050915,30.2429181286864,13.3299250884675,1.6959788657601,0.750031369228771,0.179130201169148,0.236887634064546,-0.318597850283952,0.62197980199139,0.147351860408746,0.0297166684929581,7.96401290397046,0.849779166719009,0.230006243174378
"ET50","h","I",173,13,-1.64356648242643,46,6,-1.49204167471628,46,2,-2.02017074270459,759,12,47.5,818.5,26,1,1,28,43,3,5,51,4.38728323699422,0.923076923076923,0.255376344086022,4.4005376344086,0.15028901734104,0.0769230769230769,0.00537634408602151,0.150537634408602,0.248554913294798,0.230769230769231,0.0268817204301075,0.274193548387097,176.985330106948,82.8882523408568,7.97931116581939,0.488614008423003,0.0847425884849335,29.8182508781074,9.66193118551515,1.63903998684679,0.899148286966649,0.176436918181468,0.234747391455303,-1.58790845611509,0.589657908505485,0.101891072052436,-0.0122261945845072,8.03807585969212,0.706507647738998,0.0419551772590973
